Name,Genome,contig,Start,End,Source,Note,familyID
wetmoreana.brouardii.1_tyr3494,wetmoreana.brouardii.1,wetmoreana.brouardii.1_768,7325,9422,Newly-annotated lichen genomes,,
bacgig1_KAG8531634.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
teloschistes.exilis.3_tyr3078,teloschistes.exilis.3,teloschistes.exilis.3_1065,4585,6139,Newly-annotated lichen genomes,,
teloschistes.exilis.2_tyr3488,teloschistes.exilis.2,teloschistes.exilis.2_59,2699,4442,Newly-annotated lichen genomes,,
flavoparmelia.baltimorensis.1_tyr3090,flavoparmelia.baltimorensis.1,flavoparmelia.baltimorensis.1_1658,4108,5742,Newly-annotated lichen genomes,,
umbilicaria.polyphylla.3_tyr780,umbilicaria.polyphylla.3,umbilicaria.polyphylla.3_11,998932,1000288,Newly-annotated lichen genomes,,
umbilicaria.polyphylla.4_tyr3789,umbilicaria.polyphylla.4,umbilicaria.polyphylla.4_12,1034965,1036321,Newly-annotated lichen genomes,,
lepraria.sp..1_tyr3866,lepraria.sp..1,lepraria.sp..1_8345,3,1263,Newly-annotated lichen genomes,,
umbilicaria.spodochroa.3_tyr1176,umbilicaria.spodochroa.3,umbilicaria.spodochroa.3_14,952265,953928,Newly-annotated lichen genomes,,
umbilicaria.deusta.4_tyr3554,umbilicaria.deusta.4,umbilicaria.deusta.4_10,601661,603301,Newly-annotated lichen genomes,,
flavoplaca.marina.2_tyr1816,flavoplaca.marina.2,flavoplaca.marina.2_2000,5451,7939,Newly-annotated lichen genomes,,
lecanora.subimmergens.1_tyr2007,lecanora.subimmergens.1,lecanora.subimmergens.1_1741,3150,4496,Newly-annotated lichen genomes,,
rusavskia.elegans.1_tyr3814,rusavskia.elegans.1,rusavskia.elegans.1_242,96436,98064,Newly-annotated lichen genomes,,
arthonia.susa.1_tyr612,arthonia.susa.1,arthonia.susa.1_1209,866,3424,Newly-annotated lichen genomes,,
gomphillus.calycioides.1_tyr2877,gomphillus.calycioides.1,gomphillus.calycioides.1_753,637,2209,Newly-annotated lichen genomes,,
thelotrema.lepadinum.2_tyr2343,thelotrema.lepadinum.2,thelotrema.lepadinum.2_262,7906,9224,Newly-annotated lichen genomes,,
leucodecton.sp..1_tyr1006,leucodecton.sp..1,leucodecton.sp..1_1376,893,2382,Newly-annotated lichen genomes,,
baeomycetales.sp..4_tyr1767,baeomycetales.sp..4,baeomycetales.sp..4_280,555,2874,Newly-annotated lichen genomes,,
leptogium.austroamericanum.2_tyr4156,leptogium.austroamericanum.2,leptogium.austroamericanum.2_1120,513,3141,Newly-annotated lichen genomes,,
leptogium.corticola.1_tyr2099,leptogium.corticola.1,leptogium.corticola.1_2388,1790,3528,Newly-annotated lichen genomes,,
acarospora.strigata.1_tyr1553,acarospora.strigata.1,acarospora.strigata.1_59,40226,42765,Newly-annotated lichen genomes,,
arthonia.rubella.1_tyr891,arthonia.rubella.1,arthonia.rubella.1_1932,1042,2938,Newly-annotated lichen genomes,,
parmin1_KAF9728395.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
polfus1_527418,,,,,Gluck-Thaler and Vogan (2024),,fam01
zoprhi1_KAF2174473.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
zoprhi1_KAF2179529.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
pyrtri10_PZD03750.1,,,,,Gluck-Thaler and Vogan (2024),,fam01
phaeophyscia.squarrosa.1_tyr25,phaeophyscia.squarrosa.1,phaeophyscia.squarrosa.1_1163,6071,8148,Newly-annotated lichen genomes,,
placynthium.petersii.1_tyr1421,placynthium.petersii.1,placynthium.petersii.1_2301,395,2473,Newly-annotated lichen genomes,,
placynthium.petersii.1_tyr3666,placynthium.petersii.1,placynthium.petersii.1_363,4474,5997,Newly-annotated lichen genomes,,
porpidia.macrocarpa.1_tyr3690,porpidia.macrocarpa.1,porpidia.macrocarpa.1_110,867,2854,Newly-annotated lichen genomes,,
coniocarpon.cinnabarinum.2_tyr1581,coniocarpon.cinnabarinum.2,coniocarpon.cinnabarinum.2_535,2082,3912,Newly-annotated lichen genomes,,
ochrolechia.trochophora.1_tyr194,ochrolechia.trochophora.1,ochrolechia.trochophora.1_1273,4903,7003,Newly-annotated lichen genomes,,
pertusariales.sp..1_tyr553,pertusariales.sp..1,pertusariales.sp..1_221,30785,32818,Newly-annotated lichen genomes,,
umbilicaria.grisea.2_tyr276,umbilicaria.grisea.2,umbilicaria.grisea.2_31,1042244,1044484,Newly-annotated lichen genomes,,
umbilicaria.freyi.3_tyr2930,umbilicaria.freyi.3,umbilicaria.freyi.3_4,766539,767888,Newly-annotated lichen genomes,,
umbilicaria.crustulosa.2_tyr1387,umbilicaria.crustulosa.2,umbilicaria.crustulosa.2_1,438893,440662,Newly-annotated lichen genomes,,
umbilicaria.iberica.1_tyr3831,umbilicaria.iberica.1,umbilicaria.iberica.1_1,2461520,2463075,Newly-annotated lichen genomes,,
umbilicaria.spodochroa.1_tyr827,umbilicaria.spodochroa.1,umbilicaria.spodochroa.1_118,507893,509873,Newly-annotated lichen genomes,,
umbpus1_tyr10627,,,,,Gluck-Thaler and Vogan (2024),,clade02
heterodermia.speciosa.3_tyr1655,heterodermia.speciosa.3,heterodermia.speciosa.3_1694,42560,44033,Newly-annotated lichen genomes,,
heterodermia.obscurata.1_tyr574,heterodermia.obscurata.1,heterodermia.obscurata.1_249,7548,9414,Newly-annotated lichen genomes,,
hetspe1_CAF9941352.1,,,,,Gluck-Thaler and Vogan (2024),,clade01
mobergia.calculiformis.1_tyr1718,mobergia.calculiformis.1,mobergia.calculiformis.1_21,62217,64225,Newly-annotated lichen genomes,,
phaeophyscia.hispidula.1_tyr3356,phaeophyscia.hispidula.1,phaeophyscia.hispidula.1_81,9272,11255,Newly-annotated lichen genomes,,
trapelia.coarctata.1_tyr1301,trapelia.coarctata.1,trapelia.coarctata.1_203,3410,4636,Newly-annotated lichen genomes,,
icmadophila.ericetorum.1_tyr2978,icmadophila.ericetorum.1,icmadophila.ericetorum.1_523,125128,126749,Newly-annotated lichen genomes,,
umbilicaria.crustulosa.1_tyr2456,umbilicaria.crustulosa.1,umbilicaria.crustulosa.1_7,196604,198160,Newly-annotated lichen genomes,,
umbilicaria.iberica.2_tyr1863,umbilicaria.iberica.2,umbilicaria.iberica.2_5,1384816,1386306,Newly-annotated lichen genomes,,
umbpus1_103234,,,,,Gluck-Thaler and Vogan (2024),,fam03
umbilicaria.spodochroa.4_tyr3266,umbilicaria.spodochroa.4,umbilicaria.spodochroa.4_15,568970,570727,Newly-annotated lichen genomes,,
lasallia.papulosa.1_tyr3891,lasallia.papulosa.1,lasallia.papulosa.1_1715,3307,4388,Newly-annotated lichen genomes,,
pectenia.plumbea.1_tyr2272,pectenia.plumbea.1,pectenia.plumbea.1_569,8494,10167,Newly-annotated lichen genomes,,
parmeliaceae.sp..15_tyr2654,parmeliaceae.sp..15,parmeliaceae.sp..15_4063,1866,2884,Newly-annotated lichen genomes,,
pseudephebe.minuscula.1_tyr2975,pseudephebe.minuscula.1,pseudephebe.minuscula.1_115,7318,8063,Newly-annotated lichen genomes,,
xanthoparmelia.taractica.1_tyr3364,xanthoparmelia.taractica.1,xanthoparmelia.taractica.1_331,13273,15112,Newly-annotated lichen genomes,,
parmeliaceae.sp..1_tyr2917,parmeliaceae.sp..1,parmeliaceae.sp..1_1010,12825,13630,Newly-annotated lichen genomes,,
hypotrachyna.osseoalba.1_tyr1699,hypotrachyna.osseoalba.1,hypotrachyna.osseoalba.1_269,9981,11749,Newly-annotated lichen genomes,,
endocarpon.pusillum.1_tyr2645,endocarpon.pusillum.1,endocarpon.pusillum.1_424,17654,19474,Newly-annotated lichen genomes,,
endpus1_4215,,,,,Gluck-Thaler and Vogan (2024),,fam03
endocarpon.pusillum.1_tyr746,endocarpon.pusillum.1,endocarpon.pusillum.1_764,74861,77250,Newly-annotated lichen genomes,,
endpus1_7577,,,,,Gluck-Thaler and Vogan (2024),,fam03
rhizocarpon.subgeminatum.1_tyr3275,rhizocarpon.subgeminatum.1,rhizocarpon.subgeminatum.1_85,1939,3429,Newly-annotated lichen genomes,,
umbilicaria.deusta.4_tyr2123,umbilicaria.deusta.4,umbilicaria.deusta.4_5,939200,940652,Newly-annotated lichen genomes,,
endocarpon.pusillum.1_tyr3654,endocarpon.pusillum.1,endocarpon.pusillum.1_154,360145,361500,Newly-annotated lichen genomes,,
porpidia.contraponenda.1_tyr415,porpidia.contraponenda.1,porpidia.contraponenda.1_1048,2745,4344,Newly-annotated lichen genomes,,
phachl1_tyr9076,,,,,Gluck-Thaler and Vogan (2024),,fam03
capepi1_1814,,,,,Gluck-Thaler and Vogan (2024),,fam03
muellerella.sp..1_tyr1325,muellerella.sp..1,muellerella.sp..1_2,1512538,1514356,Newly-annotated lichen genomes,,
melanina.sp..2_tyr3167,melanina.sp..2,melanina.sp..2_3,354186,355192,Newly-annotated lichen genomes,,
aspcos3_tyr926,,,,,Gluck-Thaler and Vogan (2024),,fam03
aspscl4_RJE24476.1,,,,,Gluck-Thaler and Vogan (2024),,fam03
aspsp.1_RMJ24447.1,,,,,Gluck-Thaler and Vogan (2024),,fam03
aspcro1_tyr1048,,,,,Gluck-Thaler and Vogan (2024),,fam03
asptan1_tyr2858,,,,,Gluck-Thaler and Vogan (2024),,fam03
aspfis5_tyr1178,,,,,Gluck-Thaler and Vogan (2024),,fam03
asptam2_tyr2823,,,,,Gluck-Thaler and Vogan (2024),,fam03
asptra3_tyr2982,,,,,Gluck-Thaler and Vogan (2024),,fam03
aspell2_tyr1084,,,,,Gluck-Thaler and Vogan (2024),,fam03
penste1_6620_6621,,,,,Gluck-Thaler and Vogan (2024),,n.d.
penfla1_tyr8805,,,,,Gluck-Thaler and Vogan (2024),,fam03
aspell2_tyr1091,,,,,Gluck-Thaler and Vogan (2024),,fam03
penfla1_2705,,,,,Gluck-Thaler and Vogan (2024),,fam03
aspgla1_OJJ87743.1,,,,,Gluck-Thaler and Vogan (2024),,fam03
aspind3_tyr1556,,,,,Gluck-Thaler and Vogan (2024),,fam03
penchr2_30653,,,,,Gluck-Thaler and Vogan (2024),,fam03
pensub1_tyr9007,,,,,Gluck-Thaler and Vogan (2024),,fam03
eurrub1_525771,,,,,Gluck-Thaler and Vogan (2024),,fam03
blagil1_tyr3501,,,,,Gluck-Thaler and Vogan (2024),,fam03
hiscap4_QSS56076.1,,,,,Gluck-Thaler and Vogan (2024),,fam03
blaper1_3160_3159,,,,,Gluck-Thaler and Vogan (2024),,n.d.
cocimm2_KMU76246.1_KMU76247.1,,,,,Gluck-Thaler and Vogan (2024),,n.d.
emepas2_OJD09711.1,,,,,Gluck-Thaler and Vogan (2024),,fam03
hiscap1_5846,,,,,Gluck-Thaler and Vogan (2024),,fam03
trimen1_4445,,,,,Gluck-Thaler and Vogan (2024),,fam03
triton1_666,,,,,Gluck-Thaler and Vogan (2024),,fam03
emmcre2_KKZ67376.1,,,,,Gluck-Thaler and Vogan (2024),,fam03
arthonia.radiata.1_tyr3040,arthonia.radiata.1,arthonia.radiata.1_12,171334,173118,Newly-annotated lichen genomes,,
opegrapha.moroziana.1_tyr4059,opegrapha.moroziana.1,opegrapha.moroziana.1_36,28764,30306,Newly-annotated lichen genomes,,
coniocarpon.cinnabarinum.1_tyr1809,coniocarpon.cinnabarinum.1,coniocarpon.cinnabarinum.1_217,27761,29336,Newly-annotated lichen genomes,,
coniocarpon.cinnabarinum.2_tyr2144,coniocarpon.cinnabarinum.2,coniocarpon.cinnabarinum.2_182,27752,28549,Newly-annotated lichen genomes,,
coniocarpon.cinnabarinum.1_tyr1072,coniocarpon.cinnabarinum.1,coniocarpon.cinnabarinum.1_27,141132,143148,Newly-annotated lichen genomes,,
solorina.crocea.1_tyr791,solorina.crocea.1,solorina.crocea.1_2510,4674,6576,Newly-annotated lichen genomes,,
erebil1_192051,,,,,Gluck-Thaler and Vogan (2024),,fam03
erebil1_462223_462224_210623,,,,,Gluck-Thaler and Vogan (2024),,n.d.
delstr1_295949,,,,,Gluck-Thaler and Vogan (2024),,fam03
zymtri5_SMR62249.1,,,,,Gluck-Thaler and Vogan (2024),,fam03
umbilicaria.spodochroa.1_tyr602,umbilicaria.spodochroa.1,umbilicaria.spodochroa.1_113,491130,493103,Newly-annotated lichen genomes,,
artoli1_7049,,,,,Gluck-Thaler and Vogan (2024),,fam03
orboli2_tyr8545,,,,,Gluck-Thaler and Vogan (2024),,fam03
daccio1_otherdc0103420,,,,,Gluck-Thaler and Vogan (2024),,fam03
orboli2_TGJ70084.1,,,,,Gluck-Thaler and Vogan (2024),,fam03
psora.crenata.1_tyr256,psora.crenata.1,psora.crenata.1_296,14785,15944,Newly-annotated lichen genomes,,
blader3_6950_6951,,,,,Gluck-Thaler and Vogan (2024),,n.d.
blaper1_4528,,,,,Gluck-Thaler and Vogan (2024),,fam03
cocpos5_KMM73308.1,,,,,Gluck-Thaler and Vogan (2024),,fam03
parbra1_6508,,,,,Gluck-Thaler and Vogan (2024),,fam03
blaper1_5882,,,,,Gluck-Thaler and Vogan (2024),,fam03
blaper1_675,,,,,Gluck-Thaler and Vogan (2024),,fam03
blaper1_6736,,,,,Gluck-Thaler and Vogan (2024),,fam03
blaper1_6779,,,,,Gluck-Thaler and Vogan (2024),,fam03
cocimm1_tyr4120,,,,,Gluck-Thaler and Vogan (2024),,fam03
parbra1_581_582,,,,,Gluck-Thaler and Vogan (2024),,n.d.
parlut1_5370,,,,,Gluck-Thaler and Vogan (2024),,fam03
emeafr1_OAX85254.1,,,,,Gluck-Thaler and Vogan (2024),,fam03
parlut1_5348,,,,,Gluck-Thaler and Vogan (2024),,fam03
coniocarpon.cinnabarinum.1_tyr1808,coniocarpon.cinnabarinum.1,coniocarpon.cinnabarinum.1_153,24472,26564,Newly-annotated lichen genomes,,
ascnig1_307582,,,,,Gluck-Thaler and Vogan (2024),,fam03
ascnig1_383553,,,,,Gluck-Thaler and Vogan (2024),,fam03
wilmik1_113864,,,,,Gluck-Thaler and Vogan (2024),,fam03
terbou1_tyr10393,,,,,Gluck-Thaler and Vogan (2024),,clade02
tercla1_1272127,,,,,Gluck-Thaler and Vogan (2024),,clade03
tercla1_tyr10405,,,,,Gluck-Thaler and Vogan (2024),,clade02
tercla1_tyr10408,,,,,Gluck-Thaler and Vogan (2024),,clade02
tirniv1_708397,,,,,Gluck-Thaler and Vogan (2024),,clade02
Starship-1_Mimp-Captain,,,,,Gluck-Thaler and Vogan (2024),,clade01
trihyb1_897299,,,,,Gluck-Thaler and Vogan (2024),,clade01
Starship-1_Ooli-Captain,,,,,Gluck-Thaler and Vogan (2024),,clade01
orboli11_KAF3077820.1,,,,,Gluck-Thaler and Vogan (2024),,clade01
choven1_786032,,,,,Gluck-Thaler and Vogan (2024),,clade01
tubmag1_tyr10581,,,,,Gluck-Thaler and Vogan (2024),,clade01
tubmag1_tyr10586,,,,,Gluck-Thaler and Vogan (2024),,clade01
tubmel2_tyr10605,,,,,Gluck-Thaler and Vogan (2024),,clade01
gomphillus.calycioides.1_tyr105,gomphillus.calycioides.1,gomphillus.calycioides.1_638,3816,5736,Newly-annotated lichen genomes,,
fissurina.insidiosa.1_tyr1461,fissurina.insidiosa.1,fissurina.insidiosa.1_2171,855,2649,Newly-annotated lichen genomes,,
acanthothecis.fontana.1_tyr1446,acanthothecis.fontana.1,acanthothecis.fontana.1_629,5766,7641,Newly-annotated lichen genomes,,
acanthothecis.fontana.1_tyr2209,acanthothecis.fontana.1,acanthothecis.fontana.1_1919,735,1499,Newly-annotated lichen genomes,,
nadvornikia.sorediata.1_tyr4112,nadvornikia.sorediata.1,nadvornikia.sorediata.1_2708,1168,2847,Newly-annotated lichen genomes,,
grascr1_687,,,,,Gluck-Thaler and Vogan (2024),,clade01
leucodecton.sp..1_tyr2657,leucodecton.sp..1,leucodecton.sp..1_675,363,2082,Newly-annotated lichen genomes,,
cyanodermella.asteris.1_tyr2814,cyanodermella.asteris.1,cyanodermella.asteris.1_16,766409,768208,Newly-annotated lichen genomes,,
acarospora.sp..1_tyr498,acarospora.sp..1,acarospora.sp..1_55,516,1964,Newly-annotated lichen genomes,,
icmadophila.ericetorum.1_tyr1628,icmadophila.ericetorum.1,icmadophila.ericetorum.1_114,2,757,Newly-annotated lichen genomes,,
icmadophila.ericetorum.1_tyr3276,icmadophila.ericetorum.1,icmadophila.ericetorum.1_355,16752,17590,Newly-annotated lichen genomes,,
dibbae1_5584_5585,,,,,Gluck-Thaler and Vogan (2024),,n.d.
pseudosagedia.sp..1_tyr1320,pseudosagedia.sp..1,pseudosagedia.sp..1_26,1498,3247,Newly-annotated lichen genomes,,
lecanorales.sp..6_tyr1295,lecanorales.sp..6,lecanorales.sp..6_307,2799,4683,Newly-annotated lichen genomes,,
teloschistes.exilis.3_tyr1984,teloschistes.exilis.3,teloschistes.exilis.3_1354,4273,5737,Newly-annotated lichen genomes,,
buellia.spuria.2_tyr3704,buellia.spuria.2,buellia.spuria.2_30,39602,40605,Newly-annotated lichen genomes,,
lecanorales.sp..3_tyr2207,lecanorales.sp..3,lecanorales.sp..3_1779,1358,2502,Newly-annotated lichen genomes,,
variospora.aurantia.1_tyr2779,variospora.aurantia.1,variospora.aurantia.1_1561,3074,4582,Newly-annotated lichen genomes,,
gallowayella.fulva.1_tyr2297,gallowayella.fulva.1,gallowayella.fulva.1_77,1977,3825,Newly-annotated lichen genomes,,
calogaya.arnoldii.2_tyr1401,calogaya.arnoldii.2,calogaya.arnoldii.2_100,17430,18286,Newly-annotated lichen genomes,,
xanthoria.sp..2_tyr633,xanthoria.sp..2,xanthoria.sp..2_79,18944,20361,Newly-annotated lichen genomes,Representative for the cluster that included Tangerine captains from X.parietina,
teloschistes.exilis.3_tyr394,teloschistes.exilis.3,teloschistes.exilis.3_80,30756,32505,Newly-annotated lichen genomes,,
teloschistes.exilis.1_tyr3101,teloschistes.exilis.1,teloschistes.exilis.1_820,3727,4680,Newly-annotated lichen genomes,,
teloschistes.peruensis.1_tyr3340,teloschistes.peruensis.1,teloschistes.peruensis.1_724,28,1761,Newly-annotated lichen genomes,,
cyanodermella.asteris.1_tyr1869,cyanodermella.asteris.1,cyanodermella.asteris.1_28,813973,815811,Newly-annotated lichen genomes,,
agyrium.rufum.1_tyr287,agyrium.rufum.1,agyrium.rufum.1_220,21229,22125,Newly-annotated lichen genomes,,
pertusaria.plittiana.1_tyr1206,pertusaria.plittiana.1,pertusaria.plittiana.1_61,4247,6054,Newly-annotated lichen genomes,,
pertusaria.obruta.1_tyr2146,pertusaria.obruta.1,pertusaria.obruta.1_2213,1127,1990,Newly-annotated lichen genomes,,
stictis.urceolata.2_tyr224,stictis.urceolata.2,stictis.urceolata.2_492,8008,9769,Newly-annotated lichen genomes,,
stictis.urceolata.1_tyr1442,stictis.urceolata.1,stictis.urceolata.1_296,8137,9947,Newly-annotated lichen genomes,,
stictis.urceolata.2_tyr3715,stictis.urceolata.2,stictis.urceolata.2_971,1770,2744,Newly-annotated lichen genomes,,
porina.heterospora.1_tyr2130,porina.heterospora.1,porina.heterospora.1_1129,4784,6570,Newly-annotated lichen genomes,,
umbilicaria.iberica.1_tyr757,umbilicaria.iberica.1,umbilicaria.iberica.1_10,687098,689186,Newly-annotated lichen genomes,,
umbpus1_103454,,,,,Gluck-Thaler and Vogan (2024),,clade01
morimp1_601763,,,,,Gluck-Thaler and Vogan (2024),,clade02
morimp1_644698,,,,,Gluck-Thaler and Vogan (2024),,clade02
flavoplaca.citrina.1_tyr34,flavoplaca.citrina.1,flavoplaca.citrina.1_166,32110,33267,Newly-annotated lichen genomes,,
flavoplaca.marina.2_tyr1457,flavoplaca.marina.2,flavoplaca.marina.2_12090,27,944,Newly-annotated lichen genomes,,
flavoplaca.austrocitrina.1_tyr4097,flavoplaca.austrocitrina.1,flavoplaca.austrocitrina.1_298,706,1887,Newly-annotated lichen genomes,,
flavoplaca.sp..1_tyr2361,flavoplaca.sp..1,flavoplaca.sp..1_208,1954,3165,Newly-annotated lichen genomes,,
kuettlingeria.erythrocarpa.1_tyr700,kuettlingeria.erythrocarpa.1,kuettlingeria.erythrocarpa.1_52,9995,10854,Newly-annotated lichen genomes,,
lecanorales.sp..2_tyr388,lecanorales.sp..2,lecanorales.sp..2_471,6390,7493,Newly-annotated lichen genomes,,
cerbet1_PIA90313.1,,,,,Gluck-Thaler and Vogan (2024),,clade03
lecidella.sp..1_tyr1820,lecidella.sp..1,lecidella.sp..1_5,2374,3676,Newly-annotated lichen genomes,,
melanohalea.halei.1_tyr2427,melanohalea.halei.1,melanohalea.halei.1_1938,3744,4766,Newly-annotated lichen genomes,,
phaeophyscia.hispidula.1_tyr2960,phaeophyscia.hispidula.1,phaeophyscia.hispidula.1_704,13596,14570,Newly-annotated lichen genomes,,
pseudosagedia.isidiata.1_tyr477,pseudosagedia.isidiata.1,pseudosagedia.isidiata.1_230,12834,13820,Newly-annotated lichen genomes,,
fissurina.insidiosa.1_tyr3590,fissurina.insidiosa.1,fissurina.insidiosa.1_1311,1845,2978,Newly-annotated lichen genomes,,
imshaugia.aleurites.2_tyr2567,imshaugia.aleurites.2,imshaugia.aleurites.2_18,61439,62677,Newly-annotated lichen genomes,,
xanthoparmelia.verrucella.1_tyr1823,xanthoparmelia.verrucella.1,xanthoparmelia.verrucella.1_138,10410,11057,Newly-annotated lichen genomes,,
pyrrhospora.varians.1_tyr3775,pyrrhospora.varians.1,pyrrhospora.varians.1_80,12252,13499,Newly-annotated lichen genomes,,
lobaria.pulmonaria.1_tyr474,lobaria.pulmonaria.1,lobaria.pulmonaria.1_610,4997,5899,Newly-annotated lichen genomes,,
lobaria.immixta.1_tyr2349,lobaria.immixta.1,lobaria.immixta.1_1,93104,94201,Newly-annotated lichen genomes,,
arthoniomycete.sp..1_tyr581,arthoniomycete.sp..1,arthoniomycete.sp..1_8,455121,456368,Newly-annotated lichen genomes,,
umbilicaria.nylanderiana.2_tyr3926,umbilicaria.nylanderiana.2,umbilicaria.nylanderiana.2_12,263381,264442,Newly-annotated lichen genomes,,
dendriscocaulon.intricatulum.1_tyr4096,dendriscocaulon.intricatulum.1,dendriscocaulon.intricatulum.1_26,695,1827,Newly-annotated lichen genomes,,
ramalina.siliquosa.1_tyr3421,ramalina.siliquosa.1,ramalina.siliquosa.1_31,281820,282986,Newly-annotated lichen genomes,,
elsfaw1_KAF4556931.1,,,,,Gluck-Thaler and Vogan (2024),,clade03
rutsp.1_tyr10026,,,,,Gluck-Thaler and Vogan (2024),,clade03
pertusaria.andersoniae.1_tyr225,pertusaria.andersoniae.1,pertusaria.andersoniae.1_286,5437,6216,Newly-annotated lichen genomes,,
varicellaria.rhodocarpa.1_tyr3174,varicellaria.rhodocarpa.1,varicellaria.rhodocarpa.1_1890,31213,32444,Newly-annotated lichen genomes,,
aspicilia.laevata.1_tyr1692,aspicilia.laevata.1,aspicilia.laevata.1_5,20857,22187,Newly-annotated lichen genomes,,
pertusaria.ostiolata.1_tyr3427,pertusaria.ostiolata.1,pertusaria.ostiolata.1_1221,1777,2910,Newly-annotated lichen genomes,,
zymtri1_EGP85669.1,,,,,Gluck-Thaler and Vogan (2024),,clade03
exophiala.sp..1_tyr2542,exophiala.sp..1,exophiala.sp..1_4,83476,84591,Newly-annotated lichen genomes,,
exophiala.sp..1_tyr3133,exophiala.sp..1,exophiala.sp..1_1,856337,857392,Newly-annotated lichen genomes,,
exospi1_6301,,,,,Gluck-Thaler and Vogan (2024),,clade03
aspasp1_tyr547,,,,,Gluck-Thaler and Vogan (2024),,clade03
aspcal3_tyr819,,,,,Gluck-Thaler and Vogan (2024),,clade03
lecanora.hybocarpa.1_tyr1670,lecanora.hybocarpa.1,lecanora.hybocarpa.1_859,928,2165,Newly-annotated lichen genomes,,
trapeliopsis.flexuosa.1_tyr3499,trapeliopsis.flexuosa.1,trapeliopsis.flexuosa.1_160,1735,2970,Newly-annotated lichen genomes,,
cladonia.coccifera.1_tyr2439,cladonia.coccifera.1,cladonia.coccifera.1_19,46022,47303,Newly-annotated lichen genomes,,
collema.furfuraceum.1_tyr571,collema.furfuraceum.1,collema.furfuraceum.1_1304,2555,3810,Newly-annotated lichen genomes,,
psesp.10_OBT66236.1,,,,,Gluck-Thaler and Vogan (2024),,clade03
psesp.14_KFY24325.1,,,,,Gluck-Thaler and Vogan (2024),,clade03
usnochroma.carphineum.1_tyr2888,usnochroma.carphineum.1,usnochroma.carphineum.1_362,4023,5034,Newly-annotated lichen genomes,,
ramalina.farinacea.1_tyr3393,ramalina.farinacea.1,ramalina.farinacea.1_43,1492009,1492921,Newly-annotated lichen genomes,,
bacidia.gigantensis.1_tyr4167,bacidia.gigantensis.1,bacidia.gigantensis.1_2,734681,735956,Newly-annotated lichen genomes,,
bacgig1_KAG8533760.1,,,,,Gluck-Thaler and Vogan (2024),,clade03
botryolepraria.lesdainii.1_tyr3146,botryolepraria.lesdainii.1,botryolepraria.lesdainii.1_2727,1418,2515,Newly-annotated lichen genomes,,
phisub1_19656,,,,,Gluck-Thaler and Vogan (2024),,clade03
lecanorales.sp..5_tyr3080,lecanorales.sp..5,lecanorales.sp..5_902,3376,4315,Newly-annotated lichen genomes,,
ptychographa.xylographoides.2_tyr1503,ptychographa.xylographoides.2,ptychographa.xylographoides.2_122,10371,11587,Newly-annotated lichen genomes,,
psesp.16_KFY82747.1,,,,,Gluck-Thaler and Vogan (2024),,clade03
parmotrema.reticulatum.1_tyr3664,parmotrema.reticulatum.1,parmotrema.reticulatum.1_368,13550,14698,Newly-annotated lichen genomes,,
flavoplaca.marina.2_tyr2556,flavoplaca.marina.2,flavoplaca.marina.2_267,27156,28372,Newly-annotated lichen genomes,,
lecanora.atra.1_tyr2332,lecanora.atra.1,lecanora.atra.1_2309,1821,3118,Newly-annotated lichen genomes,,
lecanorales.sp..5_tyr2453,lecanorales.sp..5,lecanorales.sp..5_481,3234,4033,Newly-annotated lichen genomes,,
leucodermia.leucomelos.1_tyr2768,leucodermia.leucomelos.1,leucodermia.leucomelos.1_862,1185,2186,Newly-annotated lichen genomes,,
heterodermia.langdoniana.1_tyr1258,heterodermia.langdoniana.1,heterodermia.langdoniana.1_441,11622,14065,Newly-annotated lichen genomes,,
heterodermia.obscurata.1_tyr2835,heterodermia.obscurata.1,heterodermia.obscurata.1_209,45944,48049,Newly-annotated lichen genomes,,
polyblastidium.squamulosum.1_tyr4040,polyblastidium.squamulosum.1,polyblastidium.squamulosum.1_132,23862,25073,Newly-annotated lichen genomes,,
lecanorales.sp..2_tyr530,lecanorales.sp..2,lecanorales.sp..2_769,2533,3762,Newly-annotated lichen genomes,,
buellia.spuria.2_tyr3283,buellia.spuria.2,buellia.spuria.2_1713,3918,5246,Newly-annotated lichen genomes,,
buellia.stillingiana.1_tyr3619,buellia.stillingiana.1,buellia.stillingiana.1_278,18267,19431,Newly-annotated lichen genomes,,
melanohalea.halei.1_tyr1352,melanohalea.halei.1,melanohalea.halei.1_85,29641,31204,Newly-annotated lichen genomes,,
xanthoparmelia.verrucella.1_tyr2252,xanthoparmelia.verrucella.1,xanthoparmelia.verrucella.1_437,19077,20137,Newly-annotated lichen genomes,,
usnea.florida.1_tyr3426,usnea.florida.1,usnea.florida.1_45,90767,92058,Newly-annotated lichen genomes,,
pucgra2_10909,,,,,Gluck-Thaler and Vogan (2024),,clade03
lecanora.hybocarpa.1_tyr316,lecanora.hybocarpa.1,lecanora.hybocarpa.1_580,10004,11268,Newly-annotated lichen genomes,,
buellia.spuria.1_tyr1883,buellia.spuria.1,buellia.spuria.1_14,11953,13151,Newly-annotated lichen genomes,,
heterodermia.langdoniana.1_tyr1257,heterodermia.langdoniana.1,heterodermia.langdoniana.1_1910,4215,5301,Newly-annotated lichen genomes,,
