HOG	OG	Gene Tree Parent Clade	Xanthoria_calcicola_GTX0491	Xanthoria_parietina_GTX0501	Xanthoria_parietina_SAMEA111342678	Xanthoria_parietina_SAMEA115359166
N1.HOG0000288	OG0000122	n1			XANPAOZ2100_005163-T1	
N1.HOG0000289	OG0000122	n3			XANPAOZ2100_008903-T1	XANPARI20_000105-T1
N1.HOG0000290	OG0000123	n1			XANPAOZ2100_005081-T1	XANPARI20_005840-T1
N1.HOG0000291	OG0000123	n4			XANPAOZ2100_008656-T1	XANPARI20_008901-T1
N1.HOG0000292	OG0000124	n1				XANPARI20_006075-T1
N1.HOG0000293	OG0000124	n4			XANPAOZ2100_004841-T1	XANPARI20_006097-T1
N1.HOG0000294	OG0000125	n1			XANPAOZ2100_003363-T1	XANPARI20_002540-T1, XANPARI20_002493-T1
N1.HOG0000295	OG0000125	n4			XANPAOZ2100_008983-T1	XANPARI20_000025-T1
N1.HOG0000296	OG0000126	n1			XANPAOZ2100_006225-T1	XANPARI20_005005-T1
N1.HOG0000297	OG0000126	n4			XANPAOZ2100_003079-T1	XANPARI20_002196-T1
N1.HOG0000298	OG0000127	n1			XANPAOZ2100_006222-T1	XANPARI20_005009-T1
N1.HOG0000299	OG0000127	n4			XANPAOZ2100_002801-T1	XANPARI20_001920-T1
N1.HOG0000300	OG0000128	n1			XANPAOZ2100_007634-T1	XANPARI20_003636-T1
N1.HOG0000301	OG0000128	n4			XANPAOZ2100_006662-T1	XANPARI20_004547-T1
N1.HOG0000302	OG0000129	n1			XANPAOZ2100_006767-T1	XANPARI20_008224-T1
N1.HOG0000303	OG0000129	n4			XANPAOZ2100_008915-T1	XANPARI20_000092-T1
N1.HOG0000304	OG0000130	n3			XANPAOZ2100_007645-T1	
N1.HOG0000305	OG0000130	n4			XANPAOZ2100_005642-T1	
N1.HOG0000306	OG0000131	n1				XANPARI20_000245-T1
N1.HOG0000307	OG0000131	n3			XANPAOZ2100_008760-T1	XANPARI20_004094-T1
N1.HOG0000308	OG0000132	n0			XANPAOZ2100_005219-T1	XANPARI20_005032-T1
N1.HOG0000309	OG0000133	n1			XANPAOZ2100_007174-T1	XANPARI20_003164-T1
N1.HOG0000310	OG0000133	n5			XANPAOZ2100_003381-T1	XANPARI20_002559-T1
N1.HOG0000311	OG0000133	n6			XANPAOZ2100_000009-T1	XANPARI20_000734-T1
N1.HOG0000312	OG0000134	n0			XANPAOZ2100_001124-T1	XANPARI20_001788-T1
N1.HOG0000313	OG0000135	n2			XANPAOZ2100_001091-T1	XANPARI20_001753-T1
N1.HOG0000314	OG0000135	n4			XANPAOZ2100_008703-T1	XANPARI20_008848-T1
N1.HOG0000315	OG0000136	n0			XANPAOZ2100_000973-T1	XANPARI20_001634-T1
N1.HOG0000316	OG0000137	n0			XANPAOZ2100_000913-T1	XANPARI20_001571-T1
N1.HOG0000317	OG0000138	n0			XANPAOZ2100_000878-T1	XANPARI20_001534-T1
N1.HOG0000318	OG0000139	n0			XANPAOZ2100_000716-T1	XANPARI20_001380-T1
N1.HOG0000319	OG0000140	n0			XANPAOZ2100_000714-T1	XANPARI20_001378-T1
N1.HOG0000320	OG0000141	n1			XANPAOZ2100_007506-T1	XANPARI20_003513-T1
N1.HOG0000321	OG0000141	n5				XANPARI20_007367-T1
N1.HOG0000322	OG0000142	n0			XANPAOZ2100_003473-T1	XANPARI20_005120-T1
N1.HOG0000323	OG0000143	n0			XANPAOZ2100_000361-T1	XANPARI20_001009-T1
N1.HOG0000324	OG0000144	n1			XANPAOZ2100_004660-T1	XANPARI20_006284-T1
N1.HOG0000325	OG0000144	n3			XANPAOZ2100_000336-T1	XANPARI20_000981-T1
N1.HOG0000326	OG0000145	n0			XANPAOZ2100_000215-T1	XANPARI20_000858-T1
N1.HOG0000327	OG0000146	n2			XANPAOZ2100_006699-T1	
N1.HOG0000328	OG0000146	n4			XANPAOZ2100_000120-T1	
N1.HOG0000329	OG0000147	n1			XANPAOZ2100_000104-T1	
N1.HOG0000330	OG0000147	n3			XANPAOZ2100_005470-T1	XANPARI20_004252-T1
N1.HOG0000331	OG0000148	n1			XANPAOZ2100_000027-T1	
N1.HOG0000332	OG0000148	n3			XANPAOZ2100_007721-T1	XANPARI20_004013-T1
N1.HOG0000333	OG0000149	n1			XANPAOZ2100_007567-T1	XANPARI20_003571-T1
N1.HOG0000334	OG0000149	n4			XANPAOZ2100_000022-T1	
N1.HOG0000335	OG0000150	n0			XANPAOZ2100_004467-T1	XANPARI20_002757-T1
N1.HOG0000336	OG0000151	n2			XANPAOZ2100_008361-T1	XANPARI20_007698-T1
N1.HOG0000337	OG0000151	n4			XANPAOZ2100_004410-T1	XANPARI20_002809-T1
N1.HOG0000338	OG0000152	n0			XANPAOZ2100_008962-T1	XANPARI20_000047-T1
N1.HOG0000339	OG0000153	n0			XANPAOZ2100_004234-T1	XANPARI20_002990-T1
N1.HOG0000340	OG0000154	n0			XANPAOZ2100_004152-T1	XANPARI20_003077-T1
N1.HOG0000341	OG0000155	n2			XANPAOZ2100_004112-T1	XANPARI20_003117-T1
N1.HOG0000342	OG0000155	n4			XANPAOZ2100_008611-T1	XANPARI20_008947-T1
N1.HOG0000343	OG0000156	n1			XANPAOZ2100_004020-T1	XANPARI20_009228-T1
N1.HOG0000344	OG0000156	n4			XANPAOZ2100_004719-T1	XANPARI20_006223-T1
N1.HOG0000345	OG0000157	n0			XANPAOZ2100_002348-T1	XANPARI20_000311-T1, XANPARI20_008555-T1
N1.HOG0000346	OG0000158	n1			XANPAOZ2100_005158-T1	
N1.HOG0000347	OG0000158	n3			XANPAOZ2100_008382-T1	XANPARI20_007725-T1
N1.HOG0000348	OG0000159	n0			XANPAOZ2100_008105-T1	XANPARI20_007437-T1
N1.HOG0000349	OG0000160	n0			XANPAOZ2100_001329-T1	XANPARI20_007864-T1
N1.HOG0000350	OG0000161	n1			XANPAOZ2100_001525-T1	
N1.HOG0000351	OG0000161	n2			XANPAOZ2100_005572-T1	XANPARI20_004152-T1
N1.HOG0000352	OG0000162	n0			XANPAOZ2100_007167-T1, XANPAOZ2100_005620-T1, XANPAOZ2100_007160-T1, XANPAOZ2100_001549-T1	XANPARI20_006273-T1
N1.HOG0000353	OG0000163	n1			XANPAOZ2100_001844-T1	XANPARI20_006526-T1
N1.HOG0000354	OG0000163	n4				XANPARI20_006329-T1
N1.HOG0000355	OG0000164	n1			XANPAOZ2100_006678-T1	XANPARI20_004528-T1
N1.HOG0000356	OG0000164	n3			XANPAOZ2100_001725-T1	XANPARI20_006401-T1
N1.HOG0000357	OG0000165	n1			XANPAOZ2100_001869-T1	XANPARI20_006553-T1
N1.HOG0000358	OG0000165	n4			XANPAOZ2100_002834-T1	XANPARI20_001951-T1
N1.HOG0000359	OG0000166	n1			XANPAOZ2100_001873-T1	XANPARI20_006557-T1
N1.HOG0000360	OG0000166	n4			XANPAOZ2100_005505-T1	XANPARI20_004216-T1
N1.HOG0000361	OG0000167	n3				XANPARI20_004489-T1
N1.HOG0000362	OG0000167	n4				XANPARI20_006687-T1
N1.HOG0000363	OG0000168	n3				XANPARI20_006847-T1
N1.HOG0000364	OG0000168	n4				XANPARI20_006691-T1, XANPARI20_006848-T1
N1.HOG0000365	OG0000169	n1				XANPARI20_006832-T1
N1.HOG0000366	OG0000169	n3			XANPAOZ2100_002023-T1	XANPARI20_006707-T1
N1.HOG0000367	OG0000170	n1				XANPARI20_003881-T1
N1.HOG0000368	OG0000170	n2			XANPAOZ2100_008020-T1	XANPARI20_003700-T1
N1.HOG0000369	OG0000171	n1				XANPARI20_006737-T1
N1.HOG0000370	OG0000171	n2			XANPAOZ2100_002051-T1	XANPARI20_006801-T1
N1.HOG0000371	OG0000172	n2				XANPARI20_006785-T1
N1.HOG0000372	OG0000172	n3			XANPAOZ2100_002068-T1	XANPARI20_006754-T1
N1.HOG0000373	OG0000173	n1				XANPARI20_006781-T1
N1.HOG0000374	OG0000173	n3			XANPAOZ2100_002070-T1	XANPARI20_006782-T1
N1.HOG0000375	OG0000173	n5				XANPARI20_006757-T1
N1.HOG0000376	OG0000174	n0			XANPAOZ2100_002728-T1	XANPARI20_000701-T1
N1.HOG0000377	OG0000175	n1				XANPARI20_002516-T1
N1.HOG0000378	OG0000175	n2			XANPAOZ2100_002606-T1	XANPARI20_000571-T1
N1.HOG0000379	OG0000176	n0			XANPAOZ2100_002550-T1	XANPARI20_000518-T1
N1.HOG0000380	OG0000177	n0			XANPAOZ2100_002370-T1	XANPARI20_000332-T1
N1.HOG0000381	OG0000178	n4				XANPARI20_000304-T1
N1.HOG0000382	OG0000178	n5				XANPARI20_000303-T1
N1.HOG0000383	OG0000179	n0			XANPAOZ2100_002152-T1	XANPARI20_008762-T1
N1.HOG0000384	OG0000180	n1				XANPARI20_008803-T1
N1.HOG0000385	OG0000180	n3			XANPAOZ2100_002113-T1	
N1.HOG0000386	OG0000181	n0			XANPAOZ2100_003941-T1	XANPARI20_005603-T1
N1.HOG0000387	OG0000182	n1			XANPAOZ2100_004664-T1	XANPARI20_006279-T1
N1.HOG0000388	OG0000182	n3			XANPAOZ2100_003793-T1	XANPARI20_005452-T1
N1.HOG0000389	OG0000183	n1			XANPAOZ2100_003669-T1	XANPARI20_005329-T1
N1.HOG0000390	OG0000183	n3			XANPAOZ2100_003668-T1	XANPARI20_005328-T1
N1.HOG0000391	OG0000184	n3				XANPARI20_005061-T1
N1.HOG0000392	OG0000184	n4				XANPARI20_005060-T1
N1.HOG0000393	OG0000185	n1			XANPAOZ2100_002922-T1	XANPARI20_002039-T1
N1.HOG0000394	OG0000185	n4				XANPARI20_004506-T1
N1.HOG0000395	OG0000186	n0			XANPAOZ2100_004850-T1	XANPARI20_006089-T1
N1.HOG0000396	OG0000187	n1			XANPAOZ2100_005591-T1	XANPARI20_004134-T1
N1.HOG0000397	OG0000187	n4				XANPARI20_003887-T1
N1.HOG0000398	OG0000188	n2			XANPAOZ2100_005735-T1	XANPARI20_006926-T1
N1.HOG0000399	OG0000188	n4			XANPAOZ2100_004849-T1	XANPARI20_006090-T1
N1.HOG0000400	OG0000189	n0			XANPAOZ2100_006046-T1	XANPARI20_007236-T1
N1.HOG0000401	OG0000190	n0			XANPAOZ2100_006063-T1	XANPARI20_007255-T1
N1.HOG0000402	OG0000191	n1				XANPARI20_007296-T1
N1.HOG0000403	OG0000191	n4			XANPAOZ2100_006102-T1	
N1.HOG0000404	OG0000192	n1			XANPAOZ2100_006777-T1	XANPARI20_008233-T1
N1.HOG0000405	OG0000192	n4			XANPAOZ2100_005177-T1	
N1.HOG0000406	OG0000193	n0			XANPAOZ2100_005107-T1, XANPAOZ2100_005108-T1	XANPARI20_005813-T1
N1.HOG0000407	OG0000194	n0			XANPAOZ2100_004857-T1	XANPARI20_006080-T1, XANPARI20_006063-T1
N1.HOG0000408	OG0000195	n2			XANPAOZ2100_006626-T1	XANPARI20_004584-T1
N1.HOG0000409	OG0000195	n4			XANPAOZ2100_004713-T1	XANPARI20_006229-T1
N1.HOG0000410	OG0000196	n0				XANPARI20_002452-T1
N1.HOG0000411	OG0000197	n1				XANPARI20_002002-T1
N1.HOG0000412	OG0000197	n3			XANPAOZ2100_008676-T1	XANPARI20_008880-T1
N1.HOG0000413	OG0000198	n2			XANPAOZ2100_002835-T1	XANPARI20_001952-T1
N1.HOG0000414	OG0000198	n4			XANPAOZ2100_005628-T1	XANPARI20_004101-T1
N1.HOG0000415	OG0000199	n1				XANPARI20_004737-T1
N1.HOG0000416	OG0000199	n2			XANPAOZ2100_006479-T1	XANPARI20_004738-T1
N1.HOG0000417	OG0000200	n1			XANPAOZ2100_006223-T1	XANPARI20_005008-T1
N1.HOG0000418	OG0000200	n4				XANPARI20_005007-T1
N1.HOG0000419	OG0000201	n2			XANPAOZ2100_002401-T1	XANPARI20_000364-T1
N1.HOG0000420	OG0000201	n4			XANPAOZ2100_007042-T1	XANPARI20_008501-T1
N1.HOG0000421	OG0000202	n0			XANPAOZ2100_006979-T1	XANPARI20_008438-T1
N1.HOG0000422	OG0000203	n2			XANPAOZ2100_005139-T1	XANPARI20_005783-T1
N1.HOG0000423	OG0000203	n4			XANPAOZ2100_006965-T1	XANPARI20_008424-T1
N1.HOG0000424	OG0000204	n1			XANPAOZ2100_009032-T1	
N1.HOG0000425	OG0000204	n3			XANPAOZ2100_006963-T1	XANPARI20_008422-T1
N1.HOG0000426	OG0000205	n1			XANPAOZ2100_006694-T1	
N1.HOG0000427	OG0000205	n3			XANPAOZ2100_005299-T1	XANPARI20_004419-T1
N1.HOG0000428	OG0000206	n2			XANPAOZ2100_007239-T1	XANPARI20_003232-T1
N1.HOG0000429	OG0000206	n4			XANPAOZ2100_004792-T1	XANPARI20_006148-T1
N1.HOG0000430	OG0000207	n1			XANPAOZ2100_007170-T1	
N1.HOG0000431	OG0000207	n2			XANPAOZ2100_007718-T1	XANPARI20_004016-T1
N1.HOG0000432	OG0000208	n0			XANPAOZ2100_003971-T1	XANPARI20_005633-T1
N1.HOG0000433	OG0000209	n0			XANPAOZ2100_005586-T1	XANPARI20_004139-T1
N1.HOG0000434	OG0000210	n1			XANPAOZ2100_008048-T1	XANPARI20_003666-T1
N1.HOG0000435	OG0000210	n4			XANPAOZ2100_008419-T1	XANPARI20_003122-T1
N1.HOG0000436	OG0000211	n2			XANPAOZ2100_007846-T1	XANPARI20_003879-T1
N1.HOG0000437	OG0000211	n3			XANPAOZ2100_007845-T1	XANPARI20_003867-T1
N1.HOG0000438	OG0000212	n1				XANPARI20_003897-T1
N1.HOG0000439	OG0000212	n4			XANPAOZ2100_007836-T1	
N1.HOG0000440	OG0000213	n0			XANPAOZ2100_007783-T1	XANPARI20_007386-T1, XANPARI20_003953-T1
N1.HOG0000441	OG0000214	n1				XANPARI20_000057-T1
N1.HOG0000442	OG0000214	n2			XANPAOZ2100_008949-T1	XANPARI20_000056-T1
N1.HOG0000443	OG0000215	n2				XANPARI20_005632-T1
N1.HOG0000444	OG0000215	n3				XANPARI20_005701-T1
N1.HOG0000445	OG0000216	n0			XANPAOZ2100_001215-T1	XANPARI20_001882-T1
N1.HOG0000446	OG0000217	n0			XANPAOZ2100_001208-T1	XANPARI20_001872-T1
N1.HOG0000447	OG0000218	n0			XANPAOZ2100_001200-T1	XANPARI20_001865-T1
N1.HOG0000448	OG0000219	n0			XANPAOZ2100_001178-T1	XANPARI20_001842-T1
N1.HOG0000449	OG0000220	n0			XANPAOZ2100_001028-T1	XANPARI20_001692-T1
N1.HOG0000450	OG0000221	n0			XANPAOZ2100_000998-T1	XANPARI20_001659-T1
N1.HOG0000451	OG0000222	n0			XANPAOZ2100_000997-T1	XANPARI20_001658-T1
N1.HOG0000452	OG0000223	n0			XANPAOZ2100_000896-T1	XANPARI20_001553-T1
N1.HOG0000453	OG0000224	n0			XANPAOZ2100_000873-T1	XANPARI20_001529-T1
N1.HOG0000454	OG0000225	n0			XANPAOZ2100_000872-T1	XANPARI20_001528-T1
N1.HOG0000455	OG0000226	n0			XANPAOZ2100_003776-T1	XANPARI20_005437-T1
N1.HOG0000456	OG0000227	n0			XANPAOZ2100_000679-T1	XANPARI20_001341-T1
N1.HOG0000457	OG0000228	n0			XANPAOZ2100_000674-T1	XANPARI20_001334-T1
N1.HOG0000458	OG0000229	n0			XANPAOZ2100_000653-T1	XANPARI20_001308-T1
N1.HOG0000459	OG0000230	n0			XANPAOZ2100_000635-T1	XANPARI20_001289-T1
N1.HOG0000460	OG0000231	n3			XANPAOZ2100_000582-T1	XANPARI20_001238-T1
N1.HOG0000461	OG0000231	n4			XANPAOZ2100_003385-T1	XANPARI20_002564-T1
N1.HOG0000462	OG0000232	n0			XANPAOZ2100_000479-T1	XANPARI20_001128-T1
N1.HOG0000463	OG0000233	n0			XANPAOZ2100_000412-T1, XANPAOZ2100_000411-T1	XANPARI20_001060-T1
N1.HOG0000464	OG0000234	n0			XANPAOZ2100_000404-T1	XANPARI20_001053-T1
N1.HOG0000465	OG0000235	n0			XANPAOZ2100_000389-T1	XANPARI20_001038-T1
N1.HOG0000466	OG0000236	n0			XANPAOZ2100_000379-T1	XANPARI20_001028-T1
N1.HOG0000467	OG0000237	n0			XANPAOZ2100_000210-T1	XANPARI20_000852-T1
N1.HOG0000468	OG0000238	n0			XANPAOZ2100_000168-T1	XANPARI20_000810-T1
N1.HOG0000469	OG0000239	n0			XANPAOZ2100_000142-T1	XANPARI20_000785-T1
N1.HOG0000470	OG0000240	n0			XANPAOZ2100_005246-T1	XANPARI20_004476-T1
N1.HOG0000471	OG0000241	n0			XANPAOZ2100_000115-T1	XANPARI20_000757-T1
N1.HOG0000472	OG0000242	n0			XANPAOZ2100_003116-T1	XANPARI20_002234-T1
N1.HOG0000473	OG0000243	n1			XANPAOZ2100_000078-T1	
N1.HOG0000474	OG0000243	n3			XANPAOZ2100_006659-T1	XANPARI20_004550-T1
N1.HOG0000475	OG0000244	n1			XANPAOZ2100_003182-T1	
N1.HOG0000476	OG0000244	n3			XANPAOZ2100_000047-T1	
N1.HOG0000477	OG0000245	n0			XANPAOZ2100_008106-T1	XANPARI20_007439-T1
N1.HOG0000478	OG0000246	n0			XANPAOZ2100_004644-T1	XANPARI20_005692-T1, XANPARI20_002584-T1, XANPARI20_002583-T1
N1.HOG0000479	OG0000247	n0			XANPAOZ2100_004636-T1	XANPARI20_005691-T1, XANPARI20_002585-T1
N1.HOG0000480	OG0000248	n0			XANPAOZ2100_004633-T1	XANPARI20_002588-T1, XANPARI20_005688-T1
N1.HOG0000481	OG0000249	n0			XANPAOZ2100_004616-T1	XANPARI20_005673-T1, XANPARI20_002603-T1
N1.HOG0000482	OG0000250	n0			XANPAOZ2100_004617-T1	XANPARI20_001632-T1, XANPARI20_005674-T1, XANPARI20_002602-T1
N1.HOG0000483	OG0000251	n0			XANPAOZ2100_004592-T1	XANPARI20_002624-T1
N1.HOG0000484	OG0000252	n0			XANPAOZ2100_004575-T1	XANPARI20_002646-T1
N1.HOG0000485	OG0000253	n0			XANPAOZ2100_004564-T1	XANPARI20_002657-T1
N1.HOG0000486	OG0000254	n0			XANPAOZ2100_004539-T1	XANPARI20_002682-T1
N1.HOG0000487	OG0000255	n0			XANPAOZ2100_004509-T1	XANPARI20_002713-T1
N1.HOG0000488	OG0000256	n0			XANPAOZ2100_004478-T1	XANPARI20_002747-T1
N1.HOG0000489	OG0000257	n0			XANPAOZ2100_004427-T1	XANPARI20_002797-T1
N1.HOG0000490	OG0000258	n0			XANPAOZ2100_004352-T1	XANPARI20_002866-T1
N1.HOG0000491	OG0000259	n0			XANPAOZ2100_004349-T1	XANPARI20_002869-T1
N1.HOG0000492	OG0000260	n0			XANPAOZ2100_004299-T1	XANPARI20_002922-T1
N1.HOG0000493	OG0000261	n0			XANPAOZ2100_004289-T1, XANPAOZ2100_003387-T1	XANPARI20_002566-T1, XANPARI20_002931-T1
N1.HOG0000494	OG0000262	n0			XANPAOZ2100_004275-T1	XANPARI20_002948-T1
N1.HOG0000495	OG0000263	n0			XANPAOZ2100_004244-T1	XANPARI20_002980-T1
N1.HOG0000496	OG0000264	n0			XANPAOZ2100_008460-T1	XANPARI20_009109-T1
N1.HOG0000497	OG0000265	n0			XANPAOZ2100_004236-T1	XANPARI20_002988-T1
N1.HOG0000498	OG0000266	n0			XANPAOZ2100_004197-T1	XANPARI20_003031-T1
N1.HOG0000499	OG0000267	n0			XANPAOZ2100_005038-T1	XANPARI20_005881-T1
N1.HOG0000500	OG0000268	n0			XANPAOZ2100_008416-T1	XANPARI20_007761-T1
N1.HOG0000501	OG0000269	n0			XANPAOZ2100_008235-T1	XANPARI20_007567-T1
N1.HOG0000502	OG0000270	n0			XANPAOZ2100_008104-T1	XANPARI20_007436-T1
N1.HOG0000503	OG0000271	n0			XANPAOZ2100_001239-T1, XANPAOZ2100_002078-T1	XANPARI20_007768-T1, XANPARI20_006768-T1
N1.HOG0000504	OG0000272	n1				XANPARI20_007878-T1
N1.HOG0000505	OG0000272	n3			XANPAOZ2100_001342-T1	
N1.HOG0000506	OG0000273	n3			XANPAOZ2100_001437-T1	XANPARI20_007971-T1
N1.HOG0000507	OG0000273	n4			XANPAOZ2100_001436-T1	XANPARI20_007970-T1
N1.HOG0000508	OG0000274	n0			XANPAOZ2100_001475-T1	XANPARI20_008007-T1
N1.HOG0000509	OG0000275	n0			XANPAOZ2100_001497-T1	XANPARI20_008029-T1
N1.HOG0000510	OG0000276	n0			XANPAOZ2100_001501-T1	XANPARI20_008033-T1
N1.HOG0000511	OG0000277	n3				XANPARI20_008092-T1
N1.HOG0000512	OG0000277	n4				XANPARI20_008091-T1
N1.HOG0000513	OG0000278	n0			XANPAOZ2100_001635-T1	XANPARI20_008168-T1, XANPARI20_006292-T1
N1.HOG0000514	OG0000279	n0			XANPAOZ2100_001671-T1	XANPARI20_006332-T1, XANPARI20_008205-T1
N1.HOG0000515	OG0000280	n0			XANPAOZ2100_001673-T1	XANPARI20_006334-T1, XANPARI20_008207-T1
N1.HOG0000516	OG0000281	n0			XANPAOZ2100_001684-T1	XANPARI20_006347-T1
N1.HOG0000517	OG0000283	n0			XANPAOZ2100_001739-T1	XANPARI20_006416-T1
N1.HOG0000518	OG0000284	n0			XANPAOZ2100_001747-T1	XANPARI20_006426-T1
N1.HOG0000519	OG0000285	n0			XANPAOZ2100_001759-T1	XANPARI20_006440-T1
N1.HOG0000520	OG0000286	n0			XANPAOZ2100_001785-T1	XANPARI20_006464-T1
N1.HOG0000521	OG0000287	n0			XANPAOZ2100_001836-T1	XANPARI20_006518-T1
N1.HOG0000522	OG0000288	n0			XANPAOZ2100_001932-T1	XANPARI20_006614-T1
N1.HOG0000523	OG0000289	n1				XANPARI20_006701-T1
N1.HOG0000524	OG0000289	n2			XANPAOZ2100_002018-T1	XANPARI20_006838-T1
N1.HOG0000525	OG0000290	n0			XANPAOZ2100_004795-T1	XANPARI20_006143-T1
N1.HOG0000526	OG0000291	n1				XANPARI20_006826-T1
N1.HOG0000527	OG0000291	n2			XANPAOZ2100_002029-T1	XANPARI20_006713-T1
N1.HOG0000528	OG0000292	n0			XANPAOZ2100_002033-T1	XANPARI20_006822-T1, XANPARI20_006717-T1
N1.HOG0000529	OG0000293	n0			XANPAOZ2100_002034-T1	XANPARI20_006821-T1, XANPARI20_006718-T1
N1.HOG0000530	OG0000294	n0			XANPAOZ2100_002035-T1	XANPARI20_006820-T1, XANPARI20_006719-T1
N1.HOG0000531	OG0000295	n0			XANPAOZ2100_002046-T1	XANPARI20_006806-T1, XANPARI20_006733-T1, XANPARI20_006805-T1
N1.HOG0000532	OG0000296	n0			XANPAOZ2100_007650-T1	XANPARI20_008837-T1
N1.HOG0000533	OG0000297	n0			XANPAOZ2100_002052-T1, XANPAOZ2100_002053-T1	XANPARI20_006800-T1
N1.HOG0000534	OG0000298	n3			XANPAOZ2100_003401-T1	XANPARI20_002579-T1
N1.HOG0000535	OG0000298	n4			XANPAOZ2100_002741-T1	XANPARI20_000715-T1
N1.HOG0000536	OG0000299	n2				XANPARI20_000705-T1
N1.HOG0000537	OG0000299	n3			XANPAOZ2100_002732-T1	XANPARI20_000706-T1
N1.HOG0000538	OG0000300	n0			XANPAOZ2100_002278-T1	XANPARI20_008633-T1
N1.HOG0000539	OG0000301	n0			XANPAOZ2100_002652-T1	XANPARI20_000616-T1
N1.HOG0000540	OG0000302	n2			XANPAOZ2100_002638-T1	XANPARI20_000602-T1
N1.HOG0000541	OG0000302	n4			XANPAOZ2100_008727-T1	
N1.HOG0000542	OG0000303	n0			XANPAOZ2100_002622-T1	XANPARI20_000587-T1
N1.HOG0000543	OG0000304	n0			XANPAOZ2100_002581-T1, XANPAOZ2100_002580-T1	XANPARI20_000548-T1
N1.HOG0000544	OG0000305	n0			XANPAOZ2100_002568-T1	XANPARI20_000536-T1
N1.HOG0000545	OG0000306	n3			XANPAOZ2100_002544-T1	
N1.HOG0000546	OG0000306	n4			XANPAOZ2100_002545-T1	
N1.HOG0000547	OG0000307	n0			XANPAOZ2100_002540-T1	XANPARI20_000509-T1
N1.HOG0000548	OG0000308	n0			XANPAOZ2100_002507-T1	XANPARI20_000473-T1
N1.HOG0000549	OG0000309	n0			XANPAOZ2100_002330-T1	XANPARI20_008579-T1
N1.HOG0000550	OG0000310	n0			XANPAOZ2100_002317-T1	XANPARI20_008592-T1
N1.HOG0000551	OG0000311	n3				XANPARI20_008604-T1
N1.HOG0000552	OG0000311	n4				XANPARI20_001900-T1
N1.HOG0000553	OG0000312	n0			XANPAOZ2100_002245-T1	XANPARI20_008666-T1
N1.HOG0000554	OG0000313	n0			XANPAOZ2100_002234-T1	XANPARI20_008677-T1
N1.HOG0000555	OG0000314	n0			XANPAOZ2100_002229-T1	XANPARI20_008683-T1
N1.HOG0000556	OG0000315	n0			XANPAOZ2100_002218-T1	XANPARI20_008693-T1
N1.HOG0000557	OG0000316	n2			XANPAOZ2100_002127-T1	XANPARI20_008787-T1
N1.HOG0000558	OG0000316	n4				XANPARI20_008745-T1
N1.HOG0000559	OG0000317	n0			XANPAOZ2100_007194-T1	XANPARI20_003185-T1
N1.HOG0000560	OG0000318	n0			XANPAOZ2100_002093-T1	XANPARI20_008824-T1, XANPARI20_008825-T1
N1.HOG0000561	OG0000319	n0			XANPAOZ2100_003944-T1	XANPARI20_005606-T1
N1.HOG0000562	OG0000320	n0			XANPAOZ2100_003886-T1	XANPARI20_005547-T1
N1.HOG0000563	OG0000321	n0			XANPAOZ2100_003817-T1	XANPARI20_005474-T1
N1.HOG0000564	OG0000322	n3			XANPAOZ2100_003685-T1	
N1.HOG0000565	OG0000322	n4			XANPAOZ2100_003686-T1	
N1.HOG0000566	OG0000323	n1			XANPAOZ2100_003681-T1	
N1.HOG0000567	OG0000323	n3				XANPARI20_005341-T1
N1.HOG0000568	OG0000324	n0			XANPAOZ2100_003671-T1	XANPARI20_005331-T1
N1.HOG0000569	OG0000325	n0			XANPAOZ2100_003616-T1	XANPARI20_005275-T1
N1.HOG0000570	OG0000326	n0			XANPAOZ2100_003615-T1	XANPARI20_005274-T1
N1.HOG0000571	OG0000327	n3			XANPAOZ2100_003588-T1	
N1.HOG0000572	OG0000327	n4			XANPAOZ2100_003587-T1	
N1.HOG0000573	OG0000328	n0			XANPAOZ2100_003554-T1	XANPARI20_005209-T1
N1.HOG0000574	OG0000329	n0			XANPAOZ2100_003539-T1	XANPARI20_005192-T1
N1.HOG0000575	OG0000330	n0			XANPAOZ2100_003515-T1	XANPARI20_005167-T1
N1.HOG0000576	OG0000331	n0			XANPAOZ2100_003491-T1	XANPARI20_005140-T1
N1.HOG0000577	OG0000332	n0			XANPAOZ2100_003475-T1	XANPARI20_005122-T1
N1.HOG0000578	OG0000333	n1			XANPAOZ2100_005636-T1	XANPARI20_007331-T1
N1.HOG0000579	OG0000333	n4			XANPAOZ2100_005216-T1	
N1.HOG0000580	OG0000334	n0			XANPAOZ2100_005789-T1	XANPARI20_006984-T1
N1.HOG0000581	OG0000335	n0			XANPAOZ2100_005799-T1	XANPARI20_006994-T1
N1.HOG0000582	OG0000336	n1			XANPAOZ2100_005225-T1	
N1.HOG0000583	OG0000336	n2			XANPAOZ2100_005805-T1	XANPARI20_006998-T1
N1.HOG0000584	OG0000337	n1			XANPAOZ2100_005809-T1	
N1.HOG0000585	OG0000337	n3				XANPARI20_007003-T1
N1.HOG0000586	OG0000338	n0			XANPAOZ2100_005863-T1	XANPARI20_007058-T1
N1.HOG0000587	OG0000339	n0			XANPAOZ2100_005886-T1	XANPARI20_007080-T1
N1.HOG0000588	OG0000340	n0			XANPAOZ2100_005905-T1	XANPARI20_007100-T1
N1.HOG0000589	OG0000341	n0			XANPAOZ2100_005923-T1	XANPARI20_007119-T1
