HOG	OG	Gene Tree Parent Clade	Xanthoria_calcicola_GTX0491	Xanthoria_parietina_GTX0501	Xanthoria_parietina_SAMEA111342678	Xanthoria_parietina_SAMEA115359166
N2.HOG0000253	OG0000094	n4	XANCAGTX0491_001239-T1	XANPAGTX0501_004932-T1		
N2.HOG0000254	OG0000095	n1	XANCAGTX0491_002304-T1			
N2.HOG0000255	OG0000095	n3	XANCAGTX0491_008711-T1, XANCAGTX0491_001493-T1	XANPAGTX0501_001615-T1		
N2.HOG0000256	OG0000096	n5	XANCAGTX0491_001766-T3	XANPAGTX0501_001329-T3		
N2.HOG0000257	OG0000096	n6	XANCAGTX0491_001766-T2	XANPAGTX0501_001329-T2		
N2.HOG0000258	OG0000097	n0	XANCAGTX0491_007283-T1, XANCAGTX0491_007253-T1, XANCAGTX0491_001902-T1, XANCAGTX0491_001903-T1	XANPAGTX0501_010692-T1, XANPAGTX0501_006358-T1		
N2.HOG0000259	OG0000098	n1	XANCAGTX0491_007180-T1	XANPAGTX0501_006466-T1		
N2.HOG0000260	OG0000098	n4	XANCAGTX0491_001940-T1	XANPAGTX0501_001147-T1		
N2.HOG0000261	OG0000099	n2	XANCAGTX0491_002129-T1			
N2.HOG0000262	OG0000099	n3	XANCAGTX0491_005765-T1, XANCAGTX0491_002130-T1, XANCAGTX0491_009991-T1	XANPAGTX0501_006909-T1		
N2.HOG0000263	OG0000100	n1	XANCAGTX0491_002236-T1	XANPAGTX0501_007030-T1		
N2.HOG0000264	OG0000100	n4	XANCAGTX0491_009863-T1	XANPAGTX0501_008487-T1		
N2.HOG0000265	OG0000101	n1		XANPAGTX0501_010181-T1		
N2.HOG0000266	OG0000101	n3	XANCAGTX0491_002464-T1, XANCAGTX0491_002466-T1, XANCAGTX0491_002465-T1	XANPAGTX0501_010180-T1		
N2.HOG0000267	OG0000102	n1	XANCAGTX0491_002584-T1	XANPAGTX0501_000832-T1		
N2.HOG0000268	OG0000102	n4	XANCAGTX0491_006703-T1	XANPAGTX0501_003269-T1		
N2.HOG0000269	OG0000103	n1	XANCAGTX0491_002698-T1	XANPAGTX0501_000708-T1		
N2.HOG0000270	OG0000103	n4	XANCAGTX0491_008533-T1	XANPAGTX0501_008921-T1		
N2.HOG0000271	OG0000104	n1	XANCAGTX0491_002786-T1	XANPAGTX0501_000603-T1		
N2.HOG0000272	OG0000104	n4	XANCAGTX0491_002785-T1, XANCAGTX0491_007825-T1	XANPAGTX0501_009625-T1		
N2.HOG0000273	OG0000105	n1	XANCAGTX0491_003594-T1	XANPAGTX0501_002245-T1		
N2.HOG0000274	OG0000105	n4	XANCAGTX0491_002805-T1	XANPAGTX0501_000586-T1		
N2.HOG0000275	OG0000106	n3	XANCAGTX0491_002891-T1	XANPAGTX0501_000488-T2, XANPAGTX0501_008369-T1		
N2.HOG0000276	OG0000106	n5	XANCAGTX0491_002891-T2	XANPAGTX0501_000488-T1, XANPAGTX0501_000488-T3		
N2.HOG0000277	OG0000107	n2	XANCAGTX0491_002940-T1	XANPAGTX0501_000434-T1		
N2.HOG0000278	OG0000107	n4	XANCAGTX0491_002941-T1	XANPAGTX0501_000433-T1		
N2.HOG0000279	OG0000108	n4	XANCAGTX0491_006616-T1	XANPAGTX0501_008642-T1, XANPAGTX0501_003838-T1		
N2.HOG0000280	OG0000108	n6	XANCAGTX0491_003222-T1	XANPAGTX0501_000143-T2		
N2.HOG0000281	OG0000109	n1	XANCAGTX0491_003307-T1	XANPAGTX0501_000047-T1		
N2.HOG0000282	OG0000109	n4	XANCAGTX0491_004806-T1	XANPAGTX0501_010457-T1		
N2.HOG0000283	OG0000110	n1	XANCAGTX0491_003332-T1	XANPAGTX0501_000011-T1		
N2.HOG0000284	OG0000110	n5	XANCAGTX0491_003332-T2			
N2.HOG0000285	OG0000111	n1	XANCAGTX0491_003690-T1	XANPAGTX0501_002138-T1		
N2.HOG0000286	OG0000111	n4	XANCAGTX0491_008720-T1	XANPAGTX0501_010339-T1		
N2.HOG0000287	OG0000112	n2		XANPAGTX0501_001963-T1		
N2.HOG0000288	OG0000112	n5		XANPAGTX0501_001964-T1		
N2.HOG0000289	OG0000113	n1	XANCAGTX0491_003955-T1	XANPAGTX0501_001825-T1		
N2.HOG0000290	OG0000113	n4	XANCAGTX0491_007365-T1	XANPAGTX0501_007969-T1		
N2.HOG0000291	OG0000114	n0	XANCAGTX0491_004085-T1	XANPAGTX0501_010519-T1, XANPAGTX0501_010279-T1, XANPAGTX0501_010518-T1, XANPAGTX0501_010278-T1, XANPAGTX0501_010521-T1		
N2.HOG0000292	OG0000115	n1	XANCAGTX0491_006082-T1			
N2.HOG0000293	OG0000115	n4	XANCAGTX0491_004125-T1			
N2.HOG0000294	OG0000116	n1	XANCAGTX0491_005566-T1	XANPAGTX0501_005601-T1		
N2.HOG0000295	OG0000116	n4	XANCAGTX0491_004127-T1	XANPAGTX0501_010322-T1		
N2.HOG0000296	OG0000117	n1	XANCAGTX0491_006650-T1	XANPAGTX0501_003309-T1		
N2.HOG0000297	OG0000117	n4	XANCAGTX0491_004518-T1	XANPAGTX0501_007683-T1		
N2.HOG0000298	OG0000118	n1	XANCAGTX0491_004532-T1	XANPAGTX0501_008255-T1		
N2.HOG0000299	OG0000118	n4	XANCAGTX0491_009599-T1	XANPAGTX0501_009847-T1		
N2.HOG0000300	OG0000119	n5	XANCAGTX0491_004891-T1	XANPAGTX0501_010536-T1		
N2.HOG0000301	OG0000119	n6	XANCAGTX0491_005660-T1	XANPAGTX0501_005494-T2		
N2.HOG0000302	OG0000120	n0	XANCAGTX0491_005031-T1	XANPAGTX0501_004276-T3, XANPAGTX0501_004276-T5, XANPAGTX0501_004276-T2, XANPAGTX0501_004276-T4, XANPAGTX0501_004276-T1		
N2.HOG0000303	OG0000121	n1	XANCAGTX0491_008367-T1	XANPAGTX0501_005727-T1		
N2.HOG0000304	OG0000121	n4	XANCAGTX0491_005426-T1	XANPAGTX0501_003861-T1		
N2.HOG0000305	OG0000122	n1	XANCAGTX0491_005525-T1	XANPAGTX0501_005638-T1		
N2.HOG0000306	OG0000122	n3	XANCAGTX0491_009493-T2, XANCAGTX0491_009493-T1	XANPAGTX0501_009545-T1		
N2.HOG0000307	OG0000123	n1	XANCAGTX0491_005627-T1	XANPAGTX0501_005537-T1		
N2.HOG0000308	OG0000123	n4	XANCAGTX0491_009929-T1	XANPAGTX0501_009960-T1		
N2.HOG0000309	OG0000124	n1	XANCAGTX0491_005881-T1, XANCAGTX0491_005880-T1	XANPAGTX0501_005246-T2		
N2.HOG0000310	OG0000124	n4		XANPAGTX0501_005246-T1, XANPAGTX0501_005246-T3		
N2.HOG0000311	OG0000125	n1	XANCAGTX0491_006098-T1			
N2.HOG0000312	OG0000125	n4	XANCAGTX0491_009574-T1	XANPAGTX0501_009817-T1		
N2.HOG0000313	OG0000126	n1	XANCAGTX0491_007327-T1	XANPAGTX0501_006316-T1		
N2.HOG0000314	OG0000126	n4	XANCAGTX0491_006417-T1	XANPAGTX0501_003560-T1		
N2.HOG0000315	OG0000127	n1	XANCAGTX0491_007333-T1	XANPAGTX0501_006312-T1		
N2.HOG0000316	OG0000127	n4	XANCAGTX0491_006732-T1	XANPAGTX0501_003237-T1		
N2.HOG0000317	OG0000128	n1	XANCAGTX0491_007859-T1	XANPAGTX0501_006266-T1		
N2.HOG0000318	OG0000128	n4	XANCAGTX0491_006837-T1	XANPAGTX0501_006829-T1		
N2.HOG0000319	OG0000129	n1	XANCAGTX0491_007763-T1	XANPAGTX0501_008869-T1		
N2.HOG0000320	OG0000129	n4	XANCAGTX0491_009507-T1	XANPAGTX0501_009562-T1		
N2.HOG0000321	OG0000130	n3		XANPAGTX0501_006283-T1		
N2.HOG0000322	OG0000130	n4		XANPAGTX0501_010459-T1, XANPAGTX0501_010460-T1, XANPAGTX0501_010025-T1		
N2.HOG0000323	OG0000131	n1	XANCAGTX0491_009346-T1, XANCAGTX0491_009346-T2			
N2.HOG0000324	OG0000131	n3	XANCAGTX0491_008516-T1	XANPAGTX0501_009753-T1, XANPAGTX0501_010553-T1		
N2.HOG0000325	OG0000132	n0	XANCAGTX0491_009274-T1	XANPAGTX0501_010677-T1, XANPAGTX0501_006861-T1, XANPAGTX0501_009199-T1, XANPAGTX0501_005399-T1, XANPAGTX0501_009217-T1		
N2.HOG0000326	OG0000133	n1		XANPAGTX0501_005715-T1		
N2.HOG0000327	OG0000133	n3		XANPAGTX0501_005084-T1		
N2.HOG0000328	OG0000134	n0	XANCAGTX0491_008383-T1, XANCAGTX0491_004303-T1, XANCAGTX0491_009670-T1, XANCAGTX0491_000140-T1	XANPAGTX0501_002591-T1		
N2.HOG0000329	OG0000135	n2		XANPAGTX0501_002627-T1		
N2.HOG0000330	OG0000135	n4		XANPAGTX0501_010028-T1		
N2.HOG0000331	OG0000136	n0	XANCAGTX0491_000309-T1	XANPAGTX0501_002773-T4, XANPAGTX0501_002773-T2, XANPAGTX0501_002773-T1, XANPAGTX0501_002773-T3		
N2.HOG0000332	OG0000137	n4	XANCAGTX0491_000375-T2	XANPAGTX0501_002847-T2		
N2.HOG0000333	OG0000137	n5	XANCAGTX0491_000375-T1	XANPAGTX0501_002847-T1		
N2.HOG0000334	OG0000138	n0	XANCAGTX0491_000413-T1	XANPAGTX0501_002886-T1, XANPAGTX0501_002886-T3, XANPAGTX0501_002886-T2, XANPAGTX0501_002886-T4		
N2.HOG0000335	OG0000139	n3	XANCAGTX0491_000593-T2	XANPAGTX0501_003063-T2		
N2.HOG0000336	OG0000139	n4	XANCAGTX0491_000593-T1	XANPAGTX0501_003063-T3		
N2.HOG0000337	OG0000140	n0	XANCAGTX0491_000595-T1, XANCAGTX0491_010040-T1	XANPAGTX0501_003065-T3, XANPAGTX0501_003065-T1, XANPAGTX0501_003065-T2		
N2.HOG0000338	OG0000141	n1	XANCAGTX0491_000717-T1, XANCAGTX0491_007995-T1	XANPAGTX0501_006124-T2		
N2.HOG0000339	OG0000141	n5		XANPAGTX0501_006124-T1		
N2.HOG0000340	OG0000142	n2	XANCAGTX0491_000839-T1, XANCAGTX0491_007421-T1	XANPAGTX0501_008070-T1		
N2.HOG0000341	OG0000142	n5	XANCAGTX0491_004713-T1	XANPAGTX0501_008069-T1		
N2.HOG0000342	OG0000143	n0	XANCAGTX0491_000987-T1	XANPAGTX0501_004669-T3, XANPAGTX0501_004669-T1, XANPAGTX0501_004669-T2, XANPAGTX0501_004669-T4		
N2.HOG0000343	OG0000144	n1	XANCAGTX0491_006071-T1			
N2.HOG0000344	OG0000144	n3	XANCAGTX0491_001016-T1	XANPAGTX0501_004703-T1		
N2.HOG0000345	OG0000145	n0	XANCAGTX0491_001146-T1	XANPAGTX0501_004841-T1, XANPAGTX0501_004841-T4, XANPAGTX0501_004841-T2, XANPAGTX0501_004841-T3		
N2.HOG0000346	OG0000146	n2	XANCAGTX0491_007838-T1	XANPAGTX0501_009613-T1		
N2.HOG0000347	OG0000146	n4	XANCAGTX0491_001250-T1	XANPAGTX0501_004947-T1		
N2.HOG0000348	OG0000147	n1	XANCAGTX0491_001272-T1	XANPAGTX0501_004972-T1		
N2.HOG0000349	OG0000147	n3	XANCAGTX0491_008669-T1	XANPAGTX0501_009385-T1		
N2.HOG0000350	OG0000148	n1	XANCAGTX0491_001357-T1	XANPAGTX0501_005059-T1		
N2.HOG0000351	OG0000148	n3	XANCAGTX0491_009200-T1	XANPAGTX0501_009120-T1		
N2.HOG0000352	OG0000149	n1	XANCAGTX0491_007933-T1	XANPAGTX0501_006190-T1		
N2.HOG0000353	OG0000149	n4	XANCAGTX0491_001361-T1	XANPAGTX0501_005068-T1		
N2.HOG0000354	OG0000150	n3	XANCAGTX0491_001586-T1	XANPAGTX0501_001523-T1		
N2.HOG0000355	OG0000150	n4	XANCAGTX0491_001585-T1, XANCAGTX0491_001587-T1	XANPAGTX0501_001522-T1		
N2.HOG0000356	OG0000151	n2		XANPAGTX0501_006918-T1		
N2.HOG0000357	OG0000151	n4		XANPAGTX0501_001453-T1		
N2.HOG0000358	OG0000152	n0	XANCAGTX0491_009553-T1, XANCAGTX0491_001706-T1, XANCAGTX0491_009552-T1	XANPAGTX0501_009795-T2, XANPAGTX0501_009795-T1		
N2.HOG0000359	OG0000153	n0	XANCAGTX0491_001839-T2, XANCAGTX0491_001839-T1	XANPAGTX0501_001249-T1, XANPAGTX0501_001249-T3, XANPAGTX0501_001249-T2		
N2.HOG0000360	OG0000154	n4	XANCAGTX0491_001928-T1	XANPAGTX0501_001156-T2		
N2.HOG0000361	OG0000154	n5	XANCAGTX0491_001928-T2	XANPAGTX0501_001156-T1		
N2.HOG0000362	OG0000155	n2	XANCAGTX0491_001971-T1			
N2.HOG0000363	OG0000155	n4	XANCAGTX0491_009876-T1			
N2.HOG0000364	OG0000156	n1	XANCAGTX0491_002066-T1	XANPAGTX0501_001011-T1		
N2.HOG0000365	OG0000156	n4	XANCAGTX0491_006009-T1			
N2.HOG0000366	OG0000157	n0	XANCAGTX0491_003846-T1, XANCAGTX0491_002075-T1, XANCAGTX0491_006664-T1	XANPAGTX0501_001973-T1		
N2.HOG0000367	OG0000158	n1	XANCAGTX0491_005533-T1	XANPAGTX0501_005633-T1		
N2.HOG0000368	OG0000158	n3	XANCAGTX0491_002112-T1	XANPAGTX0501_006888-T1		
N2.HOG0000369	OG0000159	n0	XANCAGTX0491_002427-T1	XANPAGTX0501_010227-T1, XANPAGTX0501_007240-T1, XANPAGTX0501_010226-T1, XANPAGTX0501_007241-T1		
N2.HOG0000370	OG0000160	n0	XANCAGTX0491_002580-T1, XANCAGTX0491_002580-T2	XANPAGTX0501_000836-T1, XANPAGTX0501_000836-T2, XANPAGTX0501_000836-T3		
N2.HOG0000371	OG0000161	n1	XANCAGTX0491_002784-T1			
N2.HOG0000372	OG0000161	n2	XANCAGTX0491_008776-T1	XANPAGTX0501_010117-T1, XANPAGTX0501_010117-T2		
N2.HOG0000373	OG0000162	n0	XANCAGTX0491_002814-T1	XANPAGTX0501_000576-T1		
N2.HOG0000374	OG0000163	n1	XANCAGTX0491_003145-T1	XANPAGTX0501_000225-T1		
N2.HOG0000375	OG0000163	n4	XANCAGTX0491_003145-T2, XANCAGTX0491_002942-T1			
N2.HOG0000376	OG0000164	n1	XANCAGTX0491_006816-T1			
N2.HOG0000377	OG0000164	n3	XANCAGTX0491_003013-T1	XANPAGTX0501_000357-T1		
N2.HOG0000378	OG0000165	n1	XANCAGTX0491_003173-T1	XANPAGTX0501_000196-T1		
N2.HOG0000379	OG0000165	n4	XANCAGTX0491_006699-T1			
N2.HOG0000380	OG0000166	n1	XANCAGTX0491_003177-T1	XANPAGTX0501_000191-T1		
N2.HOG0000381	OG0000166	n4	XANCAGTX0491_008705-T1			
N2.HOG0000382	OG0000167	n3		XANPAGTX0501_000968-T1		
N2.HOG0000383	OG0000167	n4		XANPAGTX0501_000967-T1, XANPAGTX0501_000039-T1		
N2.HOG0000384	OG0000168	n3		XANPAGTX0501_000034-T1		
N2.HOG0000385	OG0000168	n4		XANPAGTX0501_000035-T1		
N2.HOG0000386	OG0000169	n1	XANCAGTX0491_003330-T1	XANPAGTX0501_000013-T1		
N2.HOG0000387	OG0000169	n3	XANCAGTX0491_003329-T1	XANPAGTX0501_000014-T1		
N2.HOG0000388	OG0000170	n1	XANCAGTX0491_003336-T1			
N2.HOG0000389	OG0000170	n2	XANCAGTX0491_008881-T1	XANPAGTX0501_008674-T1, XANPAGTX0501_008674-T2		
N2.HOG0000390	OG0000171	n1		XANPAGTX0501_009929-T1		
N2.HOG0000391	OG0000171	n2	XANCAGTX0491_003365-T1, XANCAGTX0491_003366-T1	XANPAGTX0501_009928-T1		
N2.HOG0000392	OG0000172	n2	XANCAGTX0491_003387-T1			
N2.HOG0000393	OG0000172	n3	XANCAGTX0491_009987-T1, XANCAGTX0491_007319-T1			
N2.HOG0000394	OG0000173	n1		XANPAGTX0501_009899-T1		
N2.HOG0000395	OG0000173	n3		XANPAGTX0501_009900-T1		
N2.HOG0000396	OG0000173	n5	XANCAGTX0491_003390-T1			
N2.HOG0000397	OG0000174	n2	XANCAGTX0491_003419-T1	XANPAGTX0501_002416-T1		
N2.HOG0000398	OG0000174	n4	XANCAGTX0491_003420-T2, XANCAGTX0491_003420-T1	XANPAGTX0501_002415-T1		
N2.HOG0000399	OG0000175	n1	XANCAGTX0491_005547-T1			
N2.HOG0000400	OG0000175	n2	XANCAGTX0491_003560-T2, XANCAGTX0491_003560-T1	XANPAGTX0501_002276-T1		
N2.HOG0000401	OG0000176	n0	XANCAGTX0491_003623-T3, XANCAGTX0491_003623-T2, XANCAGTX0491_003623-T1, XANCAGTX0491_003623-T4	XANPAGTX0501_002212-T1		
N2.HOG0000402	OG0000177	n0	XANCAGTX0491_003823-T4, XANCAGTX0491_003823-T3, XANCAGTX0491_003823-T2, XANCAGTX0491_003823-T1	XANPAGTX0501_001999-T1		
N2.HOG0000403	OG0000178	n4		XANPAGTX0501_001953-T1		
N2.HOG0000404	OG0000178	n5		XANPAGTX0501_001952-T1		
N2.HOG0000405	OG0000179	n2	XANCAGTX0491_004055-T1	XANPAGTX0501_010261-T1		
N2.HOG0000406	OG0000179	n4	XANCAGTX0491_004923-T1, XANCAGTX0491_004055-T2	XANPAGTX0501_010261-T2		
N2.HOG0000407	OG0000180	n1	XANCAGTX0491_004089-T1	XANPAGTX0501_010288-T1		
N2.HOG0000408	OG0000180	n3	XANCAGTX0491_004088-T1	XANPAGTX0501_010513-T1, XANPAGTX0501_010287-T1		
N2.HOG0000409	OG0000181	n0	XANCAGTX0491_004966-T1, XANCAGTX0491_004198-T1	XANPAGTX0501_007337-T1, XANPAGTX0501_010475-T1, XANPAGTX0501_007338-T1		
N2.HOG0000410	OG0000182	n1	XANCAGTX0491_006066-T1			
N2.HOG0000411	OG0000182	n3	XANCAGTX0491_004362-T1	XANPAGTX0501_007515-T1		
N2.HOG0000412	OG0000183	n1	XANCAGTX0491_004496-T1			
N2.HOG0000413	OG0000183	n3	XANCAGTX0491_004497-T1	XANPAGTX0501_007663-T1		
N2.HOG0000414	OG0000184	n3		XANPAGTX0501_007997-T1		
N2.HOG0000415	OG0000184	n4		XANPAGTX0501_001007-T1, XANPAGTX0501_007996-T1		
N2.HOG0000416	OG0000185	n1	XANCAGTX0491_006591-T1	XANPAGTX0501_003374-T1		
N2.HOG0000417	OG0000185	n4	XANCAGTX0491_008173-T1, XANCAGTX0491_004809-T1			
N2.HOG0000418	OG0000186	n0	XANCAGTX0491_008880-T1, XANCAGTX0491_004883-T1, XANCAGTX0491_008376-T1, XANCAGTX0491_004824-T1	XANPAGTX0501_005256-T1		
N2.HOG0000419	OG0000187	n1	XANCAGTX0491_008800-T1	XANPAGTX0501_010632-T1		
N2.HOG0000420	OG0000187	n4	XANCAGTX0491_008403-T1, XANCAGTX0491_004829-T1			
N2.HOG0000421	OG0000188	n2		XANPAGTX0501_004390-T1		
N2.HOG0000422	OG0000188	n4		XANPAGTX0501_005255-T1		
N2.HOG0000423	OG0000189	n3	XANCAGTX0491_005273-T1	XANPAGTX0501_004032-T1		
N2.HOG0000424	OG0000189	n4	XANCAGTX0491_005273-T2	XANPAGTX0501_004032-T2		
N2.HOG0000425	OG0000190	n0	XANCAGTX0491_005292-T3, XANCAGTX0491_005292-T1, XANCAGTX0491_005292-T2	XANPAGTX0501_004012-T2, XANPAGTX0501_004012-T1		
N2.HOG0000426	OG0000191	n1	XANCAGTX0491_005331-T1	XANPAGTX0501_003967-T1, XANPAGTX0501_003967-T2		
N2.HOG0000427	OG0000191	n4	XANCAGTX0491_005331-T2	XANPAGTX0501_003967-T3		
N2.HOG0000428	OG0000192	n1	XANCAGTX0491_007755-T1	XANPAGTX0501_008858-T1		
N2.HOG0000429	OG0000192	n4	XANCAGTX0491_005511-T1	XANPAGTX0501_005654-T1		
N2.HOG0000430	OG0000193	n1	XANCAGTX0491_005599-T1	XANPAGTX0501_005568-T1		
N2.HOG0000431	OG0000193	n2	XANCAGTX0491_005598-T1	XANPAGTX0501_005567-T1		
N2.HOG0000432	OG0000194	n0	XANCAGTX0491_005867-T3, XANCAGTX0491_005867-T2, XANCAGTX0491_005867-T1	XANPAGTX0501_005266-T1		
N2.HOG0000433	OG0000195	n2		XANPAGTX0501_006790-T1		
N2.HOG0000434	OG0000195	n4		XANPAGTX0501_010358-T1		
N2.HOG0000435	OG0000196	n2	XANCAGTX0491_006139-T1	XANPAGTX0501_001029-T1, XANPAGTX0501_005930-T1, XANPAGTX0501_009650-T1		
N2.HOG0000436	OG0000196	n5	XANCAGTX0491_006138-T1	XANPAGTX0501_010620-T1		
N2.HOG0000437	OG0000197	n1	XANCAGTX0491_006632-T1	XANPAGTX0501_003329-T1		
N2.HOG0000438	OG0000197	n3	XANCAGTX0491_009952-T1	XANPAGTX0501_009986-T1		
N2.HOG0000439	OG0000198	n2		XANPAGTX0501_003270-T1		
N2.HOG0000440	OG0000198	n4		XANPAGTX0501_010434-T1		
N2.HOG0000441	OG0000199	n1		XANPAGTX0501_006618-T1		
N2.HOG0000442	OG0000199	n2	XANCAGTX0491_007036-T1, XANCAGTX0491_007037-T1	XANPAGTX0501_006617-T1		
N2.HOG0000443	OG0000200	n1	XANCAGTX0491_007330-T1	XANPAGTX0501_006313-T1		
N2.HOG0000444	OG0000200	n4	XANCAGTX0491_007331-T1, XANCAGTX0491_007329-T1			
N2.HOG0000445	OG0000201	n2		XANPAGTX0501_002034-T1		
N2.HOG0000446	OG0000201	n4		XANPAGTX0501_007843-T1		
N2.HOG0000447	OG0000202	n0	XANCAGTX0491_007540-T2, XANCAGTX0491_007540-T1	XANPAGTX0501_007777-T1, XANPAGTX0501_007777-T2, XANPAGTX0501_007777-T3		
N2.HOG0000448	OG0000203	n2		XANPAGTX0501_005605-T1		
N2.HOG0000449	OG0000203	n4		XANPAGTX0501_007761-T1		
N2.HOG0000450	OG0000204	n1	XANCAGTX0491_009632-T1	XANPAGTX0501_009882-T1		
N2.HOG0000451	OG0000204	n3	XANCAGTX0491_007557-T1	XANPAGTX0501_007759-T1		
N2.HOG0000452	OG0000205	n1	XANCAGTX0491_007842-T1	XANPAGTX0501_009607-T1		
N2.HOG0000453	OG0000205	n3	XANCAGTX0491_008473-T1	XANPAGTX0501_008971-T1		
N2.HOG0000454	OG0000206	n2		XANPAGTX0501_005793-T1		
N2.HOG0000455	OG0000206	n4		XANPAGTX0501_005189-T1		
N2.HOG0000456	OG0000207	n1	XANCAGTX0491_008374-T1			
N2.HOG0000457	OG0000207	n2	XANCAGTX0491_009203-T1	XANPAGTX0501_009123-T1, XANPAGTX0501_009123-T2		
N2.HOG0000458	OG0000208	n4	XANCAGTX0491_008785-T1	XANPAGTX0501_002936-T1		
N2.HOG0000459	OG0000208	n5	XANCAGTX0491_009866-T1	XANPAGTX0501_002937-T1		
N2.HOG0000460	OG0000209	n3	XANCAGTX0491_008795-T1	XANPAGTX0501_010638-T1		
N2.HOG0000461	OG0000209	n4	XANCAGTX0491_008794-T1, XANCAGTX0491_008794-T2	XANPAGTX0501_010639-T1		
N2.HOG0000462	OG0000210	n1	XANCAGTX0491_008846-T1	XANPAGTX0501_010655-T1		
N2.HOG0000463	OG0000210	n4	XANCAGTX0491_009658-T1			
N2.HOG0000464	OG0000211	n0	XANCAGTX0491_009060-T2, XANCAGTX0491_009060-T1	XANPAGTX0501_008492-T1		
N2.HOG0000465	OG0000212	n1	XANCAGTX0491_009070-T1	XANPAGTX0501_010038-T3, XANPAGTX0501_010038-T1		
N2.HOG0000466	OG0000212	n4	XANCAGTX0491_009070-T2	XANPAGTX0501_010038-T2		
N2.HOG0000467	OG0000213	n0	XANCAGTX0491_009136-T2, XANCAGTX0491_009136-T3, XANCAGTX0491_009136-T1	XANPAGTX0501_010103-T1		
N2.HOG0000468	OG0000214	n1	XANCAGTX0491_009544-T1			
N2.HOG0000469	OG0000214	n2	XANCAGTX0491_009543-T1	XANPAGTX0501_009781-T1, XANPAGTX0501_009782-T1		
N2.HOG0000470	OG0000215	n2		XANPAGTX0501_010539-T1		
N2.HOG0000471	OG0000215	n3		XANPAGTX0501_010732-T1, XANPAGTX0501_007308-T1, XANPAGTX0501_007311-T1		
N2.HOG0000472	OG0000216	n0	XANCAGTX0491_000030-T1	XANPAGTX0501_002483-T2, XANPAGTX0501_002483-T3, XANPAGTX0501_002483-T1		
N2.HOG0000473	OG0000217	n2	XANCAGTX0491_000042-T2	XANPAGTX0501_002493-T1		
N2.HOG0000474	OG0000217	n4	XANCAGTX0491_000042-T1	XANPAGTX0501_002493-T2		
N2.HOG0000475	OG0000218	n0	XANCAGTX0491_000051-T1, XANCAGTX0491_000052-T1, XANCAGTX0491_004790-T1	XANPAGTX0501_008876-T1		
N2.HOG0000476	OG0000219	n0	XANCAGTX0491_004931-T1, XANCAGTX0491_000077-T1	XANPAGTX0501_002529-T2, XANPAGTX0501_002529-T1		
N2.HOG0000477	OG0000220	n0	XANCAGTX0491_001167-T1, XANCAGTX0491_000246-T1, XANCAGTX0491_000246-T2	XANPAGTX0501_002700-T1		
N2.HOG0000478	OG0000221	n0	XANCAGTX0491_000282-T2, XANCAGTX0491_000282-T1	XANPAGTX0501_002744-T2, XANPAGTX0501_002744-T1		
N2.HOG0000479	OG0000222	n3	XANCAGTX0491_000283-T2	XANPAGTX0501_002745-T1		
N2.HOG0000480	OG0000222	n4	XANCAGTX0491_000283-T1	XANPAGTX0501_002745-T2		
N2.HOG0000481	OG0000223	n0	XANCAGTX0491_000393-T2, XANCAGTX0491_000393-T1, XANCAGTX0491_000393-T3	XANPAGTX0501_002866-T1		
N2.HOG0000482	OG0000224	n0	XANCAGTX0491_000418-T1	XANPAGTX0501_002892-T2, XANPAGTX0501_002892-T1, XANPAGTX0501_002894-T1		
N2.HOG0000483	OG0000225	n2	XANCAGTX0491_000420-T2	XANPAGTX0501_002895-T2		
N2.HOG0000484	OG0000225	n3	XANCAGTX0491_000420-T1	XANPAGTX0501_002895-T1		
N2.HOG0000485	OG0000226	n0	XANCAGTX0491_004381-T1, XANCAGTX0491_006653-T1, XANCAGTX0491_000465-T1	XANPAGTX0501_007538-T1		
N2.HOG0000486	OG0000227	n0	XANCAGTX0491_000635-T1	XANPAGTX0501_003107-T1, XANPAGTX0501_003107-T2, XANPAGTX0501_003107-T3		
N2.HOG0000487	OG0000228	n0	XANCAGTX0491_005546-T1, XANCAGTX0491_000642-T1, XANCAGTX0491_000641-T1	XANPAGTX0501_003114-T1		
N2.HOG0000488	OG0000229	n0	XANCAGTX0491_000663-T1	XANPAGTX0501_003141-T2, XANPAGTX0501_003141-T1, XANPAGTX0501_003141-T3		
N2.HOG0000489	OG0000230	n0	XANCAGTX0491_000684-T1, XANCAGTX0491_000684-T2	XANPAGTX0501_003164-T1, XANPAGTX0501_009224-T1		
N2.HOG0000490	OG0000231	n0	XANCAGTX0491_000740-T1	XANPAGTX0501_009283-T1		
N2.HOG0000491	OG0000232	n0	XANCAGTX0491_000858-T1, XANCAGTX0491_000857-T1	XANPAGTX0501_007232-T1, XANPAGTX0501_004539-T1		
N2.HOG0000492	OG0000233	n0	XANCAGTX0491_000931-T1, XANCAGTX0491_000932-T1	XANPAGTX0501_004615-T1		
N2.HOG0000493	OG0000234	n2	XANCAGTX0491_000939-T1	XANPAGTX0501_004623-T2		
N2.HOG0000494	OG0000234	n3	XANCAGTX0491_000939-T2	XANPAGTX0501_004623-T1		
N2.HOG0000495	OG0000235	n0	XANCAGTX0491_000956-T1	XANPAGTX0501_004640-T3, XANPAGTX0501_004640-T2, XANPAGTX0501_004640-T1		
