geneID	repID_mmseqs90/80	repID_mmseqs50/80	familyID
aspasp11_tyr518	aspasp11_tyr518	aspsyd2_tyr2767	fam02
aspasp11_tyr519	aspasp11_tyr519	asplat4_tyr1652	fam02
aspasp11_tyr520	aspasp11_tyr520	aspcri1_2283	fam01
aspasp11_tyr521	aspamo1_tyr437	paeniv1_60142	fam05
aspasp12_tyr522	aspasp12_tyr522	penbra1_2470	fam05
aspasp12_tyr525	aspasp12_tyr525	aspasp12_tyr525	fam05
aspasp13_tyr527	aspasp13_tyr527	aspche2_tyr892	fam06
aspasp13_tyr528	aspasp13_tyr528	aspory2_EIT83020.1_EIT83023.1	fam05
aspasp13_tyr529	aspasp13_tyr529	aspcri1_2283	fam01
aspasp13_tyr530	aspcal3_tyr814	aspnid1_CBF82971.1	fam06
aspasp13_tyr531	aspasp13_tyr531	aspasp13_tyr531	fam01
aspasp13_tyr533	aspcal2_768171	aspche2_tyr892	fam06
aspasp1_tyr534	aspasp1_tyr534	aspfla13_tyr1195	fam05
aspasp1_tyr536	aspsyd1_156131	paeniv1_60142	fam05
aspasp1_tyr537	aspamo1_tyr437	paeniv1_60142	fam05
aspasp1_tyr540	aspasp1_tyr540	aspasp1_tyr548	fam01
aspasp1_tyr543	aspasp1_tyr543	aspasp1_tyr543	fam02
aspasp1_tyr544	aspasp1_tyr544	asppse8_298672_298673	fam05
aspasp1_tyr546	aspasp1_tyr546	aspuda5_tyr3030	fam05
aspasp1_tyr547	aspasp1_tyr547	aspasp1_tyr547	clade03
aspasp1_tyr548	aspasp1_tyr548	aspasp1_tyr548	fam01
aspasp1_tyr549	aspasp11_tyr517	aspscl4_RJE24476.1	fam03
aspasp1_tyr550	aspasp6_tyr603	asphir2_tyr1515	fam07
aspasp1_tyr551	aspasp1_tyr551	aspasp1_tyr551	fam02
aspasp2_tyr552	aspasp2_tyr552	aspasp2_tyr552	fam01
aspasp2_tyr554	aspnov4_tyr2195	aspgla1_OJJ84750.1	fam05
aspasp2_tyr555	aspasp2_tyr555	aspasp2_tyr555	fam05
aspasp2_tyr556	asppar14_tyr2375	asppar13_tyr2371	fam05
aspasp2_tyr557	aspasp2_tyr557	asphir1_tyr1489	fam07
aspasp2_tyr558	aspasp2_tyr558	aspasp2_tyr558	fam06
aspasp2_tyr559	aspasp2_tyr559	aspasp2_tyr560	fam01
aspasp2_tyr560	aspasp2_tyr560	aspasp2_tyr560	fam01
aspasp3_tyr561	aspasp3_tyr561	penrub2_KAF3027235.1	fam07
aspasp3_tyr564	aspasp3_tyr564	aspfla13_tyr1195	fam05
aspasp3_tyr565	aspver2_tyr3131	aspcri1_2283	fam01
aspasp3_tyr566	aspasp3_tyr582	aspasp7_tyr611	fam02
aspasp3_tyr571	aspasp3_tyr571	asplat6_tyr1695	fam02
aspasp3_tyr572	aspasp3_tyr572	aspory2_EIT83020.1_EIT83023.1	fam05
aspasp3_tyr573	aspasp3_tyr572	aspory2_EIT83020.1_EIT83023.1	fam05
aspasp3_tyr574	aspasp3_tyr574	aspasp3_tyr574	fam02
aspasp3_tyr575	aspasp3_tyr575	aspasp3_tyr575	fam05
aspasp3_tyr576	aspasp3_tyr587	aspory2_EIT83020.1_EIT83023.1	fam05
aspasp3_tyr577	aspasp3_tyr572	aspory2_EIT83020.1_EIT83023.1	fam05
aspasp3_tyr578	aspasp3_tyr578	aspasp3_tyr578	fam07
aspasp3_tyr579	aspasp3_tyr579	aspfla13_tyr1195	fam05
aspasp3_tyr581	aspasp3_tyr581	pesfic1_tyr9064	fam05
aspasp3_tyr582	aspasp3_tyr582	aspasp7_tyr611	fam02
aspasp3_tyr584	aspasp6_tyr604	aspasp7_tyr611	fam02
aspasp3_tyr586	aspasp3_tyr586	aspche2_tyr892	fam06
aspasp3_tyr587	aspasp3_tyr587	aspory2_EIT83020.1_EIT83023.1	fam05
aspasp3_tyr588	aspasp6_tyr603	asphir2_tyr1515	fam07
aspasp3_tyr590	aspasp3_tyr590	aspasp3_tyr590	fam06
aspasp3_tyr591	aspasp3_tyr591	aspasp3_tyr591	fam03
aspasp3_tyr592	aspasp3_tyr587	aspory2_EIT83020.1_EIT83023.1	fam05
aspasp4_tyr593	aspasp9_tyr633	hiscap1_tyr7335	fam05
aspasp4_tyr594	asppuu1_tyr2548	asppuu1_tyr2548	fam06
aspasp5_tyr595	aspoli1_tyr2256	aspasp3_tyr590	fam06
aspasp6_tyr597	aspasp6_tyr597	aspasp7_tyr611	fam02
aspasp6_tyr598	aspasp6_tyr598	aspasp6_tyr598	fam07
aspasp6_tyr599	aspasp6_tyr599	aspasp6_tyr599	fam07
aspasp6_tyr600	aspcre1_tyr932	aspcre1_tyr932	fam06
aspasp6_tyr601	aspasp6_tyr601	aspasp6_tyr601	fam07
aspasp6_tyr602	aspasp6_tyr602	aspasp6_tyr602	fam05
aspasp6_tyr603	aspasp6_tyr603	asphir2_tyr1515	fam07
aspasp6_tyr604	aspasp6_tyr604	aspasp7_tyr611	fam02
aspasp6_tyr605	aspamo1_tyr433	aspamo1_tyr433	fam07
aspasp6_tyr606	aspamo1_tyr426	paeniv1_60142	fam05
aspasp6_tyr610	aspasp6_tyr610	aspgla1_OJJ85450.1_OJJ85451.1	fam07
aspasp7_tyr611	aspasp7_tyr611	aspasp7_tyr611	fam02
aspasp7_tyr613	aspasp7_tyr613	aspasp7_tyr613	fam05
aspasp7_tyr614	aspasp7_tyr614	aspasp7_tyr614	fam05
aspasp7_tyr615	paevar1_274145	aspfla13_tyr1195	fam05
aspasp7_tyr617	paevar1_289487	paevar1_289487	fam07
aspasp7_tyr618	aspasp7_tyr618	aspasp7_tyr618	fam06
aspasp8_tyr619	aspfum15_tyr1305	aspuda6_tyr3045	fam03
aspasp8_tyr620	aspfum16_tyr1326	aspfum16_tyr1326	fam05
aspasp8_tyr623	aspfum4_KMK63333.1	aspgla1_OJJ85627.1	fam05
aspasp8_tyr624	aspasp8_tyr624	aspory2_EIT83020.1_EIT83023.1	fam05
aspasp8_tyr626	aspfum6_EDP53279.1	aspfum6_EDP53279.1	fam05
aspasp8_tyr627	aspasp8_tyr627	paeniv1_60142	fam05
aspasp8_tyr628	aspuda5_tyr3027	aspter10_tyr2885	fam06
aspasp8_tyr629	aspasp8_tyr629	elagra2_5720	fam05
aspasp8_tyr630	aspasp8_tyr630	asplen8_tyr1774	fam01
aspasp9_tyr631	aspfla10_tyr1184	aspibe2_tyr1544	fam06
aspasp9_tyr632	asptra3_tyr2976	asptam4_tyr2843	fam06
aspasp9_tyr633	aspasp9_tyr633	hiscap1_tyr7335	fam05
aspasp9_tyr634	asppse14_tyr2477	aspory2_EIT83020.1_EIT83023.1	fam05
aspave1_168391	aspave2_tyr638	aspory2_EIT83020.1_EIT83023.1	fam05
aspave2_tyr638	aspave2_tyr638	aspory2_EIT83020.1_EIT83023.1	fam05
aspawa1_GCB20439.1	aspawa2_tyr663	aspawa2_tyr663	fam06
aspawa1_GCB21812.1	aspkaw1_17476	blader5_EQL29727.1	fam05
aspawa1_GCB24370.1	aspwel5_tyr3200	aspwel5_tyr3200	fam05
aspawa1_GCB25787.1	aspibe1_492061	aspibe1_492061	fam05
aspawa1_GCB26061.1	aspkaw1_17476	blader5_EQL29727.1	fam05
aspawa1_GCB27642.1	aspawa1_GCB27642.1	aspcri1_2283	fam01
aspawa1_GCB28271.1	aspawa2_tyr663	aspawa2_tyr663	fam06
aspawa1_tyr639	aspawa1_tyr639	aspche2_tyr892	fam06
aspawa1_tyr640	aspawa1_tyr652	aspawa1_tyr652	fam01
aspawa1_tyr644	aspawa1_tyr644	asppho1_RDK41012.1	fam05
aspawa1_tyr650	aspawa1_tyr650	aspawa1_tyr650	fam05
aspawa1_tyr651	aspawa1_tyr652	aspawa1_tyr652	fam01
aspawa1_tyr652	aspawa1_tyr652	aspawa1_tyr652	fam01
aspawa1_tyr654	aspawa1_tyr652	aspawa1_tyr652	fam01
aspawa2_tyr655	aspawa2_tyr655	aspawa1_tyr652	fam01
aspawa2_tyr656	aspawa2_tyr656	aspory2_EIT83020.1_EIT83023.1	fam05
aspawa2_tyr657	aspwel1_184430	aspluc2_85233	fam05
aspawa2_tyr658	aspawa2_tyr658	aspawa2_tyr658	fam05
aspawa2_tyr659	aspkaw1_tyr1587	asptub2_tyr2994	fam05
aspawa2_tyr660	aspkaw1_17476	blader5_EQL29727.1	fam05
aspawa2_tyr661	aspawa2_tyr661	aspcri1_2283	fam01
aspawa2_tyr662	aspkaw1_17476	blader5_EQL29727.1	fam05
aspawa2_tyr663	aspawa2_tyr663	aspawa2_tyr663	fam06
aspber1_268992	aspber2_KAE8374982.1	aspfla13_tyr1195	fam05
aspber1_286151	aspber2_KAE8372192.1	blaper1_1788	fam05
aspber1_286908	aspber2_KAE8371291.1	aspber2_KAE8371291.1	fam02
aspber1_287333	aspber2_KAE8383921.1	aspber2_KAE8383921.1	fam01
aspber1_297642	aspara2_tyr476	aspfum5_EAL87801.2	fam07
aspber1_299140	aspber2_KAE8371057.1	aspber2_KAE8371057.1	fam05
aspber1_302361	aspber2_KAE8371888.1	penant1_1867_1868	fam02
aspber1_302608	aspber2_KAE8380696.1	asplep2_tyr1813	fam07
aspber1_303912	aspber2_KAE8379024.1	aspber2_KAE8379024.1	fam05
aspber1_tyr668	aspber1_tyr674	aspche2_tyr892	fam06
aspber1_tyr673	aspber2_tyr696	asptam4_tyr2843	fam06
aspber1_tyr674	aspber1_tyr674	aspche2_tyr892	fam06
aspber1_tyr678	aspber1_tyr678	asppse7_tyr2516	fam06
aspber2_KAE8371057.1	aspber2_KAE8371057.1	aspber2_KAE8371057.1	fam05
aspber2_KAE8371291.1	aspber2_KAE8371291.1	aspber2_KAE8371291.1	fam02
aspber2_KAE8371888.1	aspber2_KAE8371888.1	penant1_1867_1868	fam02
aspber2_KAE8372192.1	aspber2_KAE8372192.1	blaper1_1788	fam05
aspber2_KAE8372660.1	aspara2_tyr476	aspfum5_EAL87801.2	fam07
aspber2_KAE8374982.1	aspber2_KAE8374982.1	aspfla13_tyr1195	fam05
aspber2_KAE8379024.1	aspber2_KAE8379024.1	aspber2_KAE8379024.1	fam05
aspber2_KAE8380696.1	aspber2_KAE8380696.1	asplep2_tyr1813	fam07
aspber2_KAE8383921.1	aspber2_KAE8383921.1	aspber2_KAE8383921.1	fam01
aspber2_tyr682	aspber1_tyr678	asppse7_tyr2516	fam06
aspber2_tyr692	aspber1_tyr674	aspche2_tyr892	fam06
aspber2_tyr694	aspber1_tyr674	aspche2_tyr892	fam06
aspber2_tyr696	aspber2_tyr696	asptam4_tyr2843	fam06
aspbom1_4180	aspbom1_4180	asppar13_tyr2371	fam05
aspbom1_5031	aspbom2_tyr708	aspuda5_tyr3030	fam05
aspbom1_tyr699	aspbom2_tyr707	asptam4_tyr2843	fam06
aspbom1_tyr700	aspbom2_tyr709	aspche2_tyr892	fam06
aspbom1_tyr705	aspbom2_tyr711	aspscl4_tyr2611	fam07
aspbom2_tyr707	aspbom2_tyr707	asptam4_tyr2843	fam06
aspbom2_tyr708	aspbom2_tyr708	aspuda5_tyr3030	fam05
aspbom2_tyr709	aspbom2_tyr709	aspche2_tyr892	fam06
aspbom2_tyr711	aspbom2_tyr711	aspscl4_tyr2611	fam07
aspbom2_tyr712	aspbom1_4180	asppar13_tyr2371	fam05
aspbra1_OJJ65625.1	aspbra1_OJJ65625.1	aspcri1_2283	fam01
aspbra1_OJJ65711.1	aspmel1_tyr1938	aspmel1_tyr1938	fam01
aspbra1_OJJ65752.1	aspbra1_OJJ65752.1	aspbra1_OJJ65752.1	fam05
aspbra1_OJJ66170.1	aspkaw1_17476	blader5_EQL29727.1	fam05
aspbra1_OJJ66327.1_OJJ66328.1	aspbra1_OJJ66327.1_OJJ66328.1	aspibe2_tyr1544	n.d.
aspbra1_OJJ67274.1	aspbra1_OJJ67274.1	aspsoj2_tyr2667	fam05
aspbru3_tyr722	aspche2_tyr892	aspche2_tyr892	fam06
aspbru3_tyr724	aspbru3_tyr724	aspbru3_tyr724	fam05
aspbru3_tyr725	aspbru3_tyr725	aspbru3_tyr725	fam01
aspbru3_tyr727	aspbru4_tyr744	aspser2_tyr2644	fam03
aspbru3_tyr728	aspbru3_tyr728	aspbru3_tyr725	fam01
aspbru3_tyr729	aspbru4_tyr750	paeniv1_60142	fam05
aspbru3_tyr730	aspbru4_tyr757	eurrub1_403102_531196	fam02
aspbru3_tyr731	aspbru4_tyr747	aspbru4_tyr747	fam02
aspbru3_tyr732	aspbru4_tyr759	aspbru4_tyr759	fam02
aspbru3_tyr734	aspbru4_tyr749	aspory2_EIT83020.1_EIT83023.1	fam05
aspbru3_tyr735	aspbru4_tyr748	aspbru4_tyr748	fam05
aspbru3_tyr740	aspbru4_tyr746	aspbru4_tyr746	fam02
aspbru4_tyr743	aspche2_tyr892	aspche2_tyr892	fam06
aspbru4_tyr744	aspbru4_tyr744	aspser2_tyr2644	fam03
aspbru4_tyr746	aspbru4_tyr746	aspbru4_tyr746	fam02
aspbru4_tyr747	aspbru4_tyr747	aspbru4_tyr747	fam02
aspbru4_tyr748	aspbru4_tyr748	aspbru4_tyr748	fam05
aspbru4_tyr749	aspbru4_tyr749	aspory2_EIT83020.1_EIT83023.1	fam05
aspbru4_tyr750	aspbru4_tyr750	paeniv1_60142	fam05
aspbru4_tyr751	aspbru3_tyr725	aspbru3_tyr725	fam01
aspbru4_tyr755	aspcri1_2283	aspcri1_2283	fam01
aspbru4_tyr757	aspbru4_tyr757	eurrub1_403102_531196	fam02
aspbru4_tyr759	aspbru4_tyr759	aspbru4_tyr759	fam02
aspbur1_KAF5854957.1	aspbur1_KAF5854957.1	aspcri1_2283	fam01
aspbur1_KAF5855300.1	aspbur1_KAF5855300.1	asppse7_tyr2516	fam06
aspbur1_KAF5857607.1	aspbur1_KAF5857607.1	aspfum5_EAL87801.2	fam07
aspbur1_KAF5857678.1	aspalb1_189487	asplat7_tyr1712	fam03
aspbur1_KAF5857851.1	aspbur1_KAF5857851.1	aspbur1_KAF5857851.1	fam02
aspbur1_KAF5860326.1	aspbur1_KAF5860326.1	aspbur1_KAF5860326.1	fam06
aspbur1_KAF5861161.1	aspnom3_tyr2150	asppar5_tyr2396	fam06
aspbur1_tyr762	aspall1_tyr385	aspall1_tyr385	fam06
aspbur1_tyr765	aspbur1_tyr765	aspbur1_tyr765	fam01
aspbur1_tyr770	aspall2_tyr403	aspnid4_tyr2031	fam02
aspcae1_151554	aspcae2_tyr784	aspcae2_tyr784	fam07
aspcae1_163643	aspcae2_tyr785	aspuda7_tyr3055	fam05
aspcae1_166718	aspcae2_tyr787	aspfum5_EAL87801.2	fam07
aspcae1_169822	aspcae2_tyr783	hiscap1_tyr7335	fam05
aspcae1_67622	aspnom1_38117	aspscl5_tyr2618	fam05
aspcae1_tyr776	aspcae2_tyr786	asppar5_tyr2396	fam06
aspcae2_tyr782	aspnom1_38117	aspscl5_tyr2618	fam05
aspcae2_tyr783	aspcae2_tyr783	hiscap1_tyr7335	fam05
aspcae2_tyr784	aspcae2_tyr784	aspcae2_tyr784	fam07
aspcae2_tyr785	aspcae2_tyr785	aspuda7_tyr3055	fam05
aspcae2_tyr786	aspcae2_tyr786	asppar5_tyr2396	fam06
aspcae2_tyr787	aspcae2_tyr787	aspfum5_EAL87801.2	fam07
aspcal2_758250	aspcal3_tyr822	aspfla13_tyr1195	fam05
aspcal2_759414	aspscl4_RJE17657.1	aspgla1_OJJ85450.1_OJJ85451.1	fam07
aspcal2_759793	aspcal3_tyr822	aspfla13_tyr1195	fam05
aspcal2_761163	aspasp6_tyr604	aspasp7_tyr611	fam02
aspcal2_761506	aspcal3_tyr822	aspfla13_tyr1195	fam05
aspcal2_766540	aspcal3_tyr815	aspasp1_tyr548	fam01
aspcal2_766703	aspcal3_tyr814	aspnid1_CBF82971.1	fam06
aspcal2_768171	aspcal2_768171	aspche2_tyr892	fam06
aspcal2_768958	aspcal3_tyr816	asppse7_tyr2516	fam06
aspcal2_769464	aspasp6_tyr604	aspasp7_tyr611	fam02
aspcal2_770604	aspcal3_tyr819	aspcal3_tyr819	clade03
aspcal2_772834	aspcal3_tyr821	aspcri1_2283	fam01
aspcal2_tyr802	aspcal3_tyr808	aspcal3_tyr808	fam05
aspcal2_tyr804	aspcal3_tyr810	aspnid4_tyr2031	fam02
aspcal3_tyr806	aspcal3_tyr822	aspfla13_tyr1195	fam05
aspcal3_tyr807	aspscl4_RJE17657.1	aspgla1_OJJ85450.1_OJJ85451.1	fam07
aspcal3_tyr808	aspcal3_tyr808	aspcal3_tyr808	fam05
aspcal3_tyr810	aspcal3_tyr810	aspnid4_tyr2031	fam02
aspcal3_tyr812	aspasp6_tyr604	aspasp7_tyr611	fam02
aspcal3_tyr813	aspcal2_768171	aspche2_tyr892	fam06
aspcal3_tyr814	aspcal3_tyr814	aspnid1_CBF82971.1	fam06
aspcal3_tyr815	aspcal3_tyr815	aspasp1_tyr548	fam01
aspcal3_tyr816	aspcal3_tyr816	asppse7_tyr2516	fam06
aspcal3_tyr817	aspasp6_tyr604	aspasp7_tyr611	fam02
aspcal3_tyr819	aspcal3_tyr819	aspcal3_tyr819	clade03
aspcal3_tyr820	aspcal3_tyr822	aspfla13_tyr1195	fam05
aspcal3_tyr821	aspcal3_tyr821	aspcri1_2283	fam01
aspcal3_tyr822	aspcal3_tyr822	aspfla13_tyr1195	fam05
aspcan2_109480_109482	aspcan3_tyr825	aspcla3_EAW12595.1_EAW12596.1	n.d.
aspcan3_tyr825	aspcan3_tyr825	aspcla3_EAW12595.1_EAW12596.1	fam07
aspcar1_tyr828	aspcar1_tyr828	aspcar1_tyr828	fam07
aspcej1_tyr829	aspcej1_tyr835	aspibe2_tyr1544	fam06
aspcej1_tyr830	aspcej1_tyr830	aspcej1_tyr830	fam06
aspcej1_tyr831	aspcej1_tyr831	aspawa2_tyr663	fam06
aspcej1_tyr832	pensub1_OKP10024.1	pensp.9_tyr8981	fam05
aspcej1_tyr833	aspcej1_tyr833	aspasp3_tyr590	fam06
aspcej1_tyr834	aspcej1_tyr834	aspcej1_tyr834	fam02
aspcej1_tyr835	aspcej1_tyr835	aspibe2_tyr1544	fam06
aspcej1_tyr836	aspcej1_tyr835	aspibe2_tyr1544	fam06
aspcej1_tyr837	aspcej1_tyr837	aspcej1_tyr837	fam06
aspcej1_tyr838	aspcej1_tyr838	paeniv1_60142	fam05
aspcej1_tyr839	aspcej1_tyr839	aspser2_tyr2644	fam03
aspcej1_tyr840	aspcej1_tyr840	aspibe2_tyr1544	fam06
aspcej1_tyr842	aspcej1_tyr842	aspcej1_tyr842	fam06
aspche1_tyr843	aspche1_tyr843	aspamo1_tyr440	fam01
aspche1_tyr844	aspche1_tyr844	paeniv1_62125	fam05
aspche1_tyr845	aspche2_tyr885	pensp.11_tyr8956	fam06
aspche1_tyr846	aspche2_tyr887	aspscl4_RJE24476.1	fam03
aspche1_tyr850	aspche2_tyr893	aspche2_tyr893	fam07
aspche1_tyr851	aspche1_tyr851	aspche1_tyr851	fam02
aspche1_tyr853	aspche1_tyr853	aspche1_tyr853	fam05
aspche1_tyr857	aspche2_tyr892	aspche2_tyr892	fam06
aspche1_tyr858	aspche1_tyr858	aspcro1_tyr1044	fam05
aspche1_tyr859	aspche2_tyr872	eurrub1_403102_531196	fam02
aspche1_tyr860	aspche2_tyr871	aspasp1_tyr543	fam02
aspche1_tyr861	aspche2_tyr868	aspche2_tyr868	fam07
aspche1_tyr863	aspche2_tyr892	aspche2_tyr892	fam06
aspche1_tyr866	aspche2_tyr891	paeniv1_60142	fam05
aspche2_tyr868	aspche2_tyr868	aspche2_tyr868	fam07
aspche2_tyr871	aspche2_tyr871	aspasp1_tyr543	fam02
aspche2_tyr872	aspche2_tyr872	eurrub1_403102_531196	fam02
aspche2_tyr873	aspche1_tyr844	paeniv1_62125	fam05
aspche2_tyr875	aspche2_tyr875	aspche1_tyr851	fam02
aspche2_tyr878	aspche2_tyr878	aspscl4_RJE24476.1	fam03
aspche2_tyr880	aspcri2_tyr971	aspasp7_tyr611	fam02
aspche2_tyr882	aspche2_tyr882	aspche2_tyr882	fam07
aspche2_tyr883	aspche2_tyr883	aspcro1_tyr1044	fam05
aspche2_tyr884	aspche2_tyr884	aspche2_tyr884	fam05
aspche2_tyr885	aspche2_tyr885	pensp.11_tyr8956	fam06
aspche2_tyr887	aspche2_tyr887	aspscl4_RJE24476.1	fam03
aspche2_tyr889	aspche2_tyr889	asplat3_tyr1635	fam05
aspche2_tyr890	aspche2_tyr890	aspche2_tyr890	fam02
aspche2_tyr891	aspche2_tyr891	paeniv1_60142	fam05
aspche2_tyr892	aspche2_tyr892	aspche2_tyr892	fam06
aspche2_tyr893	aspche2_tyr893	aspche2_tyr893	fam07
aspcla2_2205_2206	aspcla3_EAW12595.1_EAW12596.1	aspcla3_EAW12595.1_EAW12596.1	n.d.
aspcla2_29	aspcla3_EAW15091.1	aspcri1_2283	fam01
aspcla2_3936	aspara2_tyr465	penrub2_KAF3021169.1	fam01
aspcla2_3952	aspcla3_EAW11473.1	aspvad2_tyr3117	fam05
aspcla2_4491	aspcla3_EAW11093.1	aspcro1_tyr1048	fam03
aspcla2_5906	aspcla3_EAW09702.1	aspcla3_EAW09702.1	fam07
aspcla2_tyr901	aspcla3_tyr913	aspcla3_tyr913	fam02
aspcla2_tyr904	aspcla3_tyr910	aspjen1_tyr1570	fam02
aspcla3_EAW09702.1	aspcla3_EAW09702.1	aspcla3_EAW09702.1	fam07
aspcla3_EAW11093.1	aspcla3_EAW11093.1	aspcro1_tyr1048	fam03
aspcla3_EAW11457.1	aspara2_tyr465	penrub2_KAF3021169.1	fam01
aspcla3_EAW11473.1	aspcla3_EAW11473.1	aspvad2_tyr3117	fam05
aspcla3_EAW12595.1_EAW12596.1	aspcla3_EAW12595.1_EAW12596.1	aspcla3_EAW12595.1_EAW12596.1	n.d.
aspcla3_EAW15091.1	aspcla3_EAW15091.1	aspcri1_2283	fam01
aspcla3_tyr910	aspcla3_tyr910	aspjen1_tyr1570	fam02
aspcla3_tyr913	aspcla3_tyr913	aspcla3_tyr913	fam02
aspcor2_54962	aspcor3_tyr920	aspcor3_tyr920	fam06
aspcor2_tyr917	aspcor3_tyr922	asptan1_tyr2858	fam03
aspcor3_tyr920	aspcor3_tyr920	aspcor3_tyr920	fam06
aspcor3_tyr922	aspcor3_tyr922	asptan1_tyr2858	fam03
aspcos2_287674	aspcos3_tyr925	blaper1_1788	fam05
aspcos2_tyr924	aspcos3_tyr926	aspcos3_tyr926	fam03
aspcos3_tyr925	aspcos3_tyr925	blaper1_1788	fam05
aspcos3_tyr926	aspcos3_tyr926	aspcos3_tyr926	fam03
aspcre1_tyr927	aspasp6_tyr604	aspasp7_tyr611	fam02
aspcre1_tyr928	aspasp6_tyr604	aspasp7_tyr611	fam02
aspcre1_tyr932	aspcre1_tyr932	aspcre1_tyr932	fam06
aspcre1_tyr933	aspasp6_tyr597	aspasp7_tyr611	fam02
aspcre1_tyr934	aspsyd3_tyr2775	aspcri1_2283	fam01
aspcri1_1211	aspcri5_tyr1036	aspcri5_tyr1036	fam07
aspcri1_1740	aspcri1_1740	aspfum5_EAL87801.2	fam07
aspcri1_2139	aspcri1_1740	aspfum5_EAL87801.2	fam07
aspcri1_2157	aspcri1_2157	eurrub1_403102_531196	fam02
aspcri1_2283	aspcri1_2283	aspcri1_2283	fam01
aspcri1_2728	aspcri1_2728	aspcri1_2728	fam05
aspcri1_2829	aspcri4_tyr1008	asphan1_KAF7586733.1	fam09
aspcri1_2833	aspcri1_2833	asphan1_KAF7586733.1	fam05
aspcri1_3017_3018	aspcri1_3017_3018	pesfic1_tyr9064	n.d.
aspcri1_3147	aspcri1_3147	aspcri1_2728	fam05
aspcri1_3555	aspcri1_3555	aspcri1_2283	fam01
aspcri1_5994	aspcri1_5994	aspoch1_490728_490729	fam01
aspcri1_6849	aspcri1_6849	aspcri1_6849	fam07
aspcri1_8443	aspcri2_tyr971	aspasp7_tyr611	fam02
aspcri1_8794_8796_8795	aspcri2_tyr968	pesfic1_tyr9064	n.d.
aspcri1_9731	aspcri1_9731	aspcro1_tyr1044	fam05
aspcri2_tyr958	aspcri1_2157	eurrub1_403102_531196	fam02
aspcri2_tyr959	aspcri1_2833	asphan1_KAF7586733.1	fam05
aspcri2_tyr960	aspcri1_3147	aspcri1_2728	fam05
aspcri2_tyr961	aspcri4_tyr1008	asphan1_KAF7586733.1	fam01
aspcri2_tyr962	aspcri1_2283	aspcri1_2283	fam01
aspcri2_tyr963	aspcri1_2728	aspcri1_2728	fam05
aspcri2_tyr964	aspcri1_3017_3018	pesfic1_tyr9064	fam05
aspcri2_tyr965	aspcri1_9731	aspcro1_tyr1044	fam05
aspcri2_tyr968	aspcri2_tyr968	pesfic1_tyr9064	fam05
aspcri2_tyr970	aspcri5_tyr1036	aspcri5_tyr1036	fam07
aspcri2_tyr971	aspcri2_tyr971	aspasp7_tyr611	fam02
aspcri2_tyr973	aspcri1_3555	aspcri1_2283	fam01
aspcri2_tyr974	aspcri1_6849	aspcri1_6849	fam07
aspcri2_tyr975	aspcri1_5994	aspoch1_490728_490729	fam01
aspcri3_tyr979	aspcri1_3555	aspcri1_2283	fam01
aspcri3_tyr980	aspcri1_6849	aspcri1_6849	fam07
aspcri3_tyr981	aspcri1_5994	aspoch1_490728_490729	fam01
aspcri3_tyr983	aspcri1_9731	aspcro1_tyr1044	fam05
aspcri3_tyr984	aspcri1_3147	aspcri1_2728	fam05
aspcri3_tyr987	aspcri2_tyr971	aspasp7_tyr611	fam02
aspcri3_tyr988	aspcri1_3017_3018	pesfic1_tyr9064	fam05
aspcri3_tyr989	aspcri2_tyr968	pesfic1_tyr9064	fam05
aspcri3_tyr990	aspcri1_2833	asphan1_KAF7586733.1	fam05
aspcri3_tyr991	aspcri4_tyr1008	asphan1_KAF7586733.1	fam09
aspcri3_tyr993	aspcri1_2728	aspcri1_2728	fam05
aspcri3_tyr994	aspcri1_2157	eurrub1_403102_531196	fam02
aspcri3_tyr995	aspcri1_2283	aspcri1_2283	fam01
aspcri3_tyr996	aspcri1_1740	aspfum5_EAL87801.2	fam07
aspcri3_tyr997	aspcri1_1740	aspfum5_EAL87801.2	fam07
aspcri3_tyr999	aspcri5_tyr1036	aspcri5_tyr1036	fam07
aspcri4_tyr1001	aspcri5_tyr1028	aspver2_tyr3130	fam05
aspcri4_tyr1002	aspcri5_tyr1038	aspsyd4_tyr2803	fam02
aspcri4_tyr1003	aspcri5_tyr1036	aspcri5_tyr1036	fam07
aspcri4_tyr1004	aspcri1_6849	aspcri1_6849	fam07
aspcri4_tyr1005	aspcri1_3147	aspcri1_2728	fam05
aspcri4_tyr1006	aspcri4_tyr1006	aspcri4_tyr1006	fam02
aspcri4_tyr1008	aspcri4_tyr1008	asphan1_KAF7586733.1	fam01
aspcri4_tyr1009	aspcri1_2728	aspcri1_2728	fam05
aspcri4_tyr1010	aspcri4_tyr1010	aspcri4_tyr1010	fam02
aspcri4_tyr1012	aspcri1_3017_3018	pesfic1_tyr9064	fam05
aspcri4_tyr1013	aspcri1_9731	aspcro1_tyr1044	fam05
aspcri4_tyr1015	aspcri1_2833	asphan1_KAF7586733.1	fam05
aspcri4_tyr1017	aspcri5_tyr1023	aspoch1_490728_490729	fam01
aspcri4_tyr1018	aspcri1_1740	aspfum5_EAL87801.2	fam07
aspcri4_tyr1019	aspcri1_3555	aspcri1_2283	fam01
aspcri4_tyr1020	aspcri4_tyr1020	aspcri4_tyr1006	fam02
aspcri4_tyr1021	aspcri1_2283	aspcri1_2283	fam01
aspcri5_tyr1022	aspcri1_2283	aspcri1_2283	fam01
aspcri5_tyr1023	aspcri5_tyr1023	aspoch1_490728_490729	fam01
