Captain_Sequence	First_Cluster_Rep	Second_Cluster_Rep
crespoa.crozalsiana.1_tyr2396	crespoa.crozalsiana.1_tyr2396	alectoria.sarmentosa.3_tyr1179
bulbothrix.scortella.1_tyr731	crespoa.crozalsiana.1_tyr2396	alectoria.sarmentosa.3_tyr1179
bulbothrix.scortella.1_tyr964	crespoa.crozalsiana.1_tyr2396	alectoria.sarmentosa.3_tyr1179
parmotrema.hypotropum.1_tyr1396	crespoa.crozalsiana.1_tyr2396	alectoria.sarmentosa.3_tyr1179
pseudevernia.furfuracea.3_tyr1487	crespoa.crozalsiana.1_tyr2396	alectoria.sarmentosa.3_tyr1179
crespoa.crozalsiana.1_tyr2802	crespoa.crozalsiana.1_tyr2396	alectoria.sarmentosa.3_tyr1179
parmeliaceae.sp..7_tyr3415	crespoa.crozalsiana.1_tyr2396	alectoria.sarmentosa.3_tyr1179
parmotrema.austrosinense.1_tyr4173	crespoa.crozalsiana.1_tyr2396	alectoria.sarmentosa.3_tyr1179
cyanodermella.asteris.1_tyr1868	cyanodermella.asteris.1_tyr1868	cyanodermella.asteris.1_tyr1868
cyanodermella.asteris.1_tyr1869	cyanodermella.asteris.1_tyr1869	cyanodermella.asteris.1_tyr1869
cyanodermella.asteris.1_tyr2814	cyanodermella.asteris.1_tyr2814	cyanodermella.asteris.1_tyr2814
cyanodermella.asteris.1_tyr3466	cyanodermella.asteris.1_tyr3466	cyanodermella.asteris.1_tyr1869
cyanodermella.asteris.1_tyr3589	cyanodermella.asteris.1_tyr3589	cyanodermella.asteris.1_tyr3589
dendriscocaulon.intricatulum.1_tyr3949	dendriscocaulon.intricatulum.1_tyr3949	xanthoparmelia.verrucella.1_tyr431
dendriscocaulon.intricatulum.1_tyr4096	dendriscocaulon.intricatulum.1_tyr4096	dendriscocaulon.intricatulum.1_tyr4096
dendriscocaulon.intricatulum.1_tyr934	dendriscocaulon.intricatulum.1_tyr934	dendriscocaulon.intricatulum.1_tyr934
dermiscellum.oulocheilum.1_tyr107	dermiscellum.oulocheilum.1_tyr107	lecanoromycetes.sp..3_tyr106
dermiscellum.oulocheilum.1_tyr1667	dermiscellum.oulocheilum.1_tyr1667	flavoplaca.marina.2_tyr1816
dermiscellum.oulocheilum.1_tyr302	dermiscellum.oulocheilum.1_tyr302	cladophialophora.sp..2_tyr3780
dermiscellum.oulocheilum.1_tyr3730	dermiscellum.oulocheilum.1_tyr3730	dermiscellum.oulocheilum.1_tyr3730
dibaeis.baeomyces.1_tyr3092	dibaeis.baeomyces.1_tyr3092	lecanorales.sp..6_tyr1295
icmadophila.ericetorum.1_tyr3921	dibaeis.baeomyces.1_tyr3092	lecanorales.sp..6_tyr1295
dibaeis.baeomyces.1_tyr557	dibaeis.baeomyces.1_tyr557	dibaeis.baeomyces.1_tyr557
dibaeis.sorediata.1_tyr2623	dibaeis.sorediata.1_tyr2623	lecanorales.sp..6_tyr1295
dibaeis.sorediata.1_tyr503	dibaeis.sorediata.1_tyr503	dibaeis.sorediata.1_tyr503
dibaeis.sorediata.1_tyr822	dibaeis.sorediata.1_tyr822	alectoria.sarmentosa.4_tyr2248
dimelaena.oreina.1_tyr2942	dimelaena.oreina.1_tyr2942	rhizocarpon.subgeminatum.1_tyr3275
dimelaena.oreina.1_tyr4063	dimelaena.oreina.1_tyr4063	dimelaena.oreina.1_tyr4063
dimelaena.oreina.1_tyr4064	dimelaena.oreina.1_tyr4064	umbilicaria.hispanica.1_tyr1614
diploschistes.diacapsis.1_tyr1051	diploschistes.diacapsis.1_tyr1051	diploschistes.diacapsis.1_tyr1051
diploschistes.diacapsis.1_tyr1354	diploschistes.diacapsis.1_tyr1354	diploschistes.diacapsis.1_tyr1354
diploschistes.diacapsis.1_tyr1681	diploschistes.diacapsis.1_tyr1681	diploschistes.diacapsis.1_tyr1681
dirinaria.sp..1_tyr981	dirinaria.sp..1_tyr981	flavoplaca.marina.2_tyr1816
dirinaria.sp..2_tyr2060	dirinaria.sp..2_tyr2060	xanthoparmelia.verrucella.1_tyr431
dirinaria.sp..2_tyr3979	dirinaria.sp..2_tyr3979	dirinaria.sp..2_tyr3979
endocarpon.pusillum.1_tyr2609	endocarpon.pusillum.1_tyr2609	endocarpon.pusillum.1_tyr2609
endocarpon.pusillum.1_tyr2645	endocarpon.pusillum.1_tyr2645	endocarpon.pusillum.1_tyr2645
endocarpon.pusillum.1_tyr2774	endocarpon.pusillum.1_tyr2774	endocarpon.pusillum.1_tyr2774
endocarpon.pusillum.1_tyr3654	endocarpon.pusillum.1_tyr3654	endocarpon.pusillum.1_tyr3654
endocarpon.pusillum.1_tyr3655	endocarpon.pusillum.1_tyr3655	endocarpon.pusillum.1_tyr3655
endocarpon.pusillum.1_tyr746	endocarpon.pusillum.1_tyr746	endocarpon.pusillum.1_tyr746
endocarpon.pusillum.2_tyr109	endocarpon.pusillum.2_tyr109	endocarpon.pusillum.2_tyr109
endocarpon.pusillum.2_tyr1208	endocarpon.pusillum.2_tyr1208	endocarpon.pusillum.2_tyr109
endocarpon.pusillum.2_tyr1873	endocarpon.pusillum.2_tyr1873	endocarpon.pusillum.2_tyr1873
endocarpon.pusillum.2_tyr1874	endocarpon.pusillum.2_tyr1874	endocarpon.pusillum.2_tyr1874
endocarpon.pusillum.2_tyr2473	endocarpon.pusillum.2_tyr2473	endocarpon.pusillum.2_tyr2473
endocarpon.pusillum.2_tyr2477	endocarpon.pusillum.2_tyr2477	botryolepraria.lesdainii.1_tyr1709
endocarpon.pusillum.2_tyr2649	endocarpon.pusillum.2_tyr2649	endocarpon.pusillum.2_tyr1873
endocarpon.pusillum.2_tyr2708	endocarpon.pusillum.2_tyr2708	endocarpon.pusillum.2_tyr1873
endocarpon.pusillum.2_tyr2775	endocarpon.pusillum.2_tyr2775	endocarpon.pusillum.2_tyr1873
endocarpon.pusillum.2_tyr309	endocarpon.pusillum.2_tyr309	endocarpon.pusillum.1_tyr746
endocarpon.pusillum.2_tyr3371	endocarpon.pusillum.2_tyr3371	endocarpon.pusillum.2_tyr1873
endocarpon.pusillum.2_tyr3372	endocarpon.pusillum.2_tyr3372	endocarpon.pusillum.2_tyr3372
endocarpon.pusillum.2_tyr110	endocarpon.pusillum.2_tyr3372	endocarpon.pusillum.2_tyr3372
endocarpon.pusillum.2_tyr2476	endocarpon.pusillum.2_tyr3372	endocarpon.pusillum.2_tyr3372
endocarpon.pusillum.3_tyr2527	endocarpon.pusillum.2_tyr3372	endocarpon.pusillum.2_tyr3372
endocarpon.pusillum.2_tyr350	endocarpon.pusillum.2_tyr350	endocarpon.pusillum.2_tyr350
endocarpon.pusillum.2_tyr787	endocarpon.pusillum.2_tyr787	endocarpon.pusillum.2_tyr1873
endocarpon.pusillum.3_tyr1094	endocarpon.pusillum.3_tyr1094	endocarpon.pusillum.3_tyr1094
endocarpon.pusillum.3_tyr187	endocarpon.pusillum.3_tyr187	endocarpon.pusillum.3_tyr187
evernia.divaricata.1_tyr91	evernia.divaricata.1_tyr91	alectoria.sarmentosa.4_tyr2248
evernia.prunastri.1_tyr3163	evernia.prunastri.1_tyr3163	usnea.hakonensis.1_tyr1050
evernia.prunastri.1_tyr3609	evernia.prunastri.1_tyr3609	evernia.prunastri.2_tyr1283
evernia.prunastri.2_tyr926	evernia.prunastri.1_tyr3609	evernia.prunastri.2_tyr1283
evernia.prunastri.2_tyr1283	evernia.prunastri.2_tyr1283	evernia.prunastri.2_tyr1283
evernia.prunastri.1_tyr476	evernia.prunastri.2_tyr1283	evernia.prunastri.2_tyr1283
exophiala.sp..1_tyr2542	exophiala.sp..1_tyr2542	exophiala.sp..1_tyr2542
exophiala.sp..1_tyr3133	exophiala.sp..1_tyr3133	exophiala.sp..1_tyr3133
fissurina.insidiosa.1_tyr1461	fissurina.insidiosa.1_tyr1461	fissurina.insidiosa.1_tyr1461
fissurina.insidiosa.1_tyr2126	fissurina.insidiosa.1_tyr2126	fissurina.insidiosa.1_tyr2126
fissurina.insidiosa.1_tyr3001	fissurina.insidiosa.1_tyr3001	fissurina.insidiosa.1_tyr3001
fissurina.insidiosa.1_tyr3590	fissurina.insidiosa.1_tyr3590	fissurina.insidiosa.1_tyr3590
fissurina.insidiosa.1_tyr3797	fissurina.insidiosa.1_tyr3797	alectoria.sarmentosa.4_tyr2248
fissurina.insidiosa.1_tyr4178	fissurina.insidiosa.1_tyr4178	alectoria.sarmentosa.4_tyr2248
flavocetraria.cucullata.1_tyr3192	flavocetraria.cucullata.1_tyr3192	usnea.hakonensis.1_tyr513
flavoparmelia.baltimorensis.1_tyr3090	flavoparmelia.baltimorensis.1_tyr3090	flavoparmelia.baltimorensis.1_tyr3090
flavoplaca.austrocitrina.1_tyr1793	flavoplaca.austrocitrina.1_tyr1793	flavoplaca.austrocitrina.1_tyr1793
flavoplaca.austrocitrina.1_tyr2357	flavoplaca.austrocitrina.1_tyr2357	flavoplaca.austrocitrina.1_tyr2357
flavoplaca.austrocitrina.1_tyr4097	flavoplaca.austrocitrina.1_tyr4097	flavoplaca.austrocitrina.1_tyr4097
flavoplaca.austrocitrina.1_tyr723	flavoplaca.austrocitrina.1_tyr723	caloplaca.sp..1_tyr2181
flavoplaca.citrina.1_tyr34	flavoplaca.citrina.1_tyr34	flavoplaca.citrina.1_tyr34
flavoplaca.limonia.1_tyr3663	flavoplaca.limonia.1_tyr3663	flavoplaca.limonia.1_tyr3663
flavoplaca.limonia.1_tyr495	flavoplaca.limonia.1_tyr495	flavoplaca.limonia.1_tyr495
flavoplaca.marina.2_tyr1166	flavoplaca.marina.2_tyr1166	brigantiaea.leucoxantha.1_tyr3736
flavoplaca.marina.2_tyr1457	flavoplaca.marina.2_tyr1457	flavoplaca.marina.2_tyr1457
flavoplaca.marina.2_tyr1290	flavoplaca.marina.2_tyr1457	flavoplaca.marina.2_tyr1457
flavoplaca.marina.2_tyr1711	flavoplaca.marina.2_tyr1711	cladonia.diversa.2_tyr1126
flavoplaca.marina.2_tyr1816	flavoplaca.marina.2_tyr1816	flavoplaca.marina.2_tyr1816
flavoplaca.marina.2_tyr2556	flavoplaca.marina.2_tyr2556	flavoplaca.marina.2_tyr2556
variospora.aurantia.1_tyr3292	flavoplaca.marina.2_tyr2556	flavoplaca.marina.2_tyr2556
flavoplaca.marina.2_tyr3656	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr690	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr860	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr1181	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr1418	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr1595	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr1818	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr1895	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr2364	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr2416	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr2722	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr2838	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr3169	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.oasis.1_tyr3190	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr3459	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr3512	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr3645	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr3773	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr3774	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr3904	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr3910	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr4119	flavoplaca.marina.2_tyr3656	teloschistes.exilis.3_tyr2165
flavoplaca.marina.2_tyr78	flavoplaca.marina.2_tyr78	flavoplaca.austrocitrina.1_tyr4097
flavoplaca.marina.2_tyr266	flavoplaca.marina.2_tyr78	flavoplaca.austrocitrina.1_tyr4097
flavoplaca.marina.2_tyr549	flavoplaca.marina.2_tyr78	flavoplaca.austrocitrina.1_tyr4097
flavoplaca.marina.2_tyr844	flavoplaca.marina.2_tyr78	flavoplaca.austrocitrina.1_tyr4097
flavoplaca.marina.2_tyr859	flavoplaca.marina.2_tyr78	flavoplaca.austrocitrina.1_tyr4097
flavoplaca.marina.2_tyr1410	flavoplaca.marina.2_tyr78	flavoplaca.austrocitrina.1_tyr4097
flavoplaca.marina.2_tyr1439	flavoplaca.marina.2_tyr78	flavoplaca.austrocitrina.1_tyr4097
flavoplaca.marina.2_tyr1532	flavoplaca.marina.2_tyr78	flavoplaca.austrocitrina.1_tyr4097
flavoplaca.marina.2_tyr1685	flavoplaca.marina.2_tyr78	flavoplaca.austrocitrina.1_tyr4097
flavoplaca.marina.2_tyr1710	flavoplaca.marina.2_tyr78	flavoplaca.austrocitrina.1_tyr4097
flavoplaca.navasiana.2_tyr1993	flavoplaca.marina.2_tyr78	flavoplaca.austrocitrina.1_tyr4097
flavoplaca.marina.2_tyr2498	flavoplaca.marina.2_tyr78	flavoplaca.austrocitrina.1_tyr4097
flavoplaca.marina.2_tyr2528	flavoplaca.marina.2_tyr78	flavoplaca.austrocitrina.1_tyr4097
flavoplaca.marina.2_tyr3211	flavoplaca.marina.2_tyr78	flavoplaca.austrocitrina.1_tyr4097
flavoplaca.marina.1_tyr3213	flavoplaca.marina.2_tyr78	flavoplaca.austrocitrina.1_tyr4097
flavoplaca.marina.2_tyr3510	flavoplaca.marina.2_tyr78	flavoplaca.austrocitrina.1_tyr4097
flavoplaca.marina.2_tyr4115	flavoplaca.marina.2_tyr78	flavoplaca.austrocitrina.1_tyr4097
flavoplaca.sp..1_tyr2361	flavoplaca.sp..1_tyr2361	flavoplaca.sp..1_tyr2361
flavoplaca.sp..1_tyr2392	flavoplaca.sp..1_tyr2392	flavoplaca.sp..1_tyr2392
flavopunctelia.flaventior.1_tyr3604	flavopunctelia.flaventior.1_tyr3604	flavopunctelia.flaventior.1_tyr3604
evernia.prunastri.1_tyr3749	flavopunctelia.flaventior.1_tyr3604	flavopunctelia.flaventior.1_tyr3604
fulgogasparrea.decipioides.1_tyr2952	fulgogasparrea.decipioides.1_tyr2952	usnea.hakonensis.1_tyr513
wetmoreana.sp..1_tyr2867	fulgogasparrea.decipioides.1_tyr2952	usnea.hakonensis.1_tyr513
fuscopannaria.leucosticta.1_tyr3928	fuscopannaria.leucosticta.1_tyr3928	fuscopannaria.leucosticta.1_tyr3928
fuscopannaria.leucosticta.1_tyr648	fuscopannaria.leucosticta.1_tyr648	fuscopannaria.leucosticta.1_tyr648
fuscopannaria.leucosticta.1_tyr817	fuscopannaria.leucosticta.1_tyr817	umbilicaria.hispanica.1_tyr1614
fuscopannaria.leucosticta.1_tyr966	fuscopannaria.leucosticta.1_tyr966	phlyctis.petraea.1_tyr3168
gallowayella.fulva.1_tyr2297	gallowayella.fulva.1_tyr2297	gallowayella.fulva.1_tyr2297
gallowayella.fulva.1_tyr2765	gallowayella.fulva.1_tyr2765	lecanorales.sp..5_tyr406
gomphillus.americanus.1_tyr3352	gomphillus.americanus.1_tyr3352	gomphillus.calycioides.1_tyr3850
gomphillus.americanus.2_tyr699	gomphillus.americanus.1_tyr3352	gomphillus.calycioides.1_tyr3850
gomphillus.americanus.1_tyr3818	gomphillus.americanus.1_tyr3818	gomphillus.americanus.1_tyr3818
gomphillus.americanus.2_tyr748	gomphillus.americanus.1_tyr3818	gomphillus.americanus.1_tyr3818
gomphillus.americanus.2_tyr1204	gomphillus.americanus.2_tyr1204	gomphillus.americanus.2_tyr1204
gomphillus.americanus.1_tyr1052	gomphillus.americanus.2_tyr1204	gomphillus.americanus.2_tyr1204
gomphillus.americanus.2_tyr1205	gomphillus.americanus.2_tyr1205	teloschistes.exilis.1_tyr3101
gomphillus.americanus.1_tyr1053	gomphillus.americanus.2_tyr1205	teloschistes.exilis.1_tyr3101
gomphillus.calycioides.1_tyr105	gomphillus.calycioides.1_tyr105	gomphillus.calycioides.1_tyr105
gomphillus.calycioides.1_tyr2044	gomphillus.calycioides.1_tyr2044	gomphillus.calycioides.1_tyr2044
gomphillus.calycioides.1_tyr2843	gomphillus.calycioides.1_tyr2843	gomphillus.calycioides.1_tyr105
gomphillus.calycioides.1_tyr2862	gomphillus.calycioides.1_tyr2862	gomphillus.calycioides.1_tyr2877
gomphillus.calycioides.1_tyr2877	gomphillus.calycioides.1_tyr2877	gomphillus.calycioides.1_tyr2877
gomphillus.calycioides.1_tyr3074	gomphillus.calycioides.1_tyr3074	gomphillus.americanus.1_tyr3818
gomphillus.calycioides.1_tyr3850	gomphillus.calycioides.1_tyr3850	gomphillus.calycioides.1_tyr3850
gyalecta.farlowii.1_tyr1066	gyalecta.farlowii.1_tyr1066	lecanorales.sp..2_tyr2300
gyalecta.farlowii.1_tyr1367	gyalecta.farlowii.1_tyr1367	endocarpon.pusillum.2_tyr350
gyalecta.farlowii.1_tyr1838	gyalecta.farlowii.1_tyr1838	cladophialophora.sp..2_tyr2183
gyalecta.farlowii.1_tyr3918	gyalecta.farlowii.1_tyr3918	gyalecta.farlowii.1_tyr3918
gyalolechia.ehrenbergii.1_tyr1689	gyalolechia.ehrenbergii.1_tyr1689	gyalolechia.ehrenbergii.1_tyr1689
gyalolechia.ehrenbergii.1_tyr2514	gyalolechia.ehrenbergii.1_tyr2514	gyalolechia.ehrenbergii.1_tyr2514
gyalolechia.ehrenbergii.1_tyr3397	gyalolechia.ehrenbergii.1_tyr3397	squamulea.squamosa.1_tyr3214
gyalolechia.ehrenbergii.1_tyr635	gyalolechia.ehrenbergii.1_tyr635	lasallia.pustulata.1_tyr527
gyalolechia.fulgens.1_tyr1884	gyalolechia.fulgens.1_tyr1884	teloschistes.exilis.3_tyr2165
gyalolechia.gomerana.1_tyr3154	gyalolechia.gomerana.1_tyr3154	gyalolechia.gomerana.1_tyr3154
gyalolechia.marmorata.1_tyr1245	gyalolechia.marmorata.1_tyr1245	gyalolechia.marmorata.1_tyr1245
gyalolechia.marmorata.1_tyr2081	gyalolechia.marmorata.1_tyr2081	teloschistes.exilis.1_tyr3101
gyalolechia.marmorata.1_tyr2287	gyalolechia.marmorata.1_tyr2287	gyalolechia.marmorata.1_tyr2287
gyalolechia.marmorata.1_tyr3049	gyalolechia.marmorata.1_tyr3049	teloschistes.exilis.1_tyr3101
xanthocarpia.lactea.1_tyr1907	gyalolechia.marmorata.1_tyr3049	teloschistes.exilis.1_tyr3101
gyalolechia.sp..1_tyr1287	gyalolechia.sp..1_tyr1287	brigantiaea.leucoxantha.1_tyr3736
gyalolechia.sp..1_tyr2596	gyalolechia.sp..1_tyr2596	alectoria.sarmentosa.3_tyr1179
gyalolechia.sp..2_tyr1934	gyalolechia.sp..2_tyr1934	gyalolechia.sp..2_tyr1934
gypsoplaca.macrophylla.1_tyr2626	gypsoplaca.macrophylla.1_tyr2626	endocarpon.pusillum.2_tyr109
gypsoplaca.macrophylla.1_tyr2878	gypsoplaca.macrophylla.1_tyr2878	lecanorales.sp..5_tyr406
heterodermia.langdoniana.1_tyr1257	heterodermia.langdoniana.1_tyr1257	heterodermia.langdoniana.1_tyr1257
heterodermia.langdoniana.1_tyr1258	heterodermia.langdoniana.1_tyr1258	heterodermia.langdoniana.1_tyr1258
heterodermia.obscurata.1_tyr1259	heterodermia.obscurata.1_tyr1259	heterodermia.obscurata.1_tyr1259
heterodermia.obscurata.1_tyr1364	heterodermia.obscurata.1_tyr1364	heterodermia.obscurata.1_tyr574
heterodermia.obscurata.1_tyr2835	heterodermia.obscurata.1_tyr2835	heterodermia.obscurata.1_tyr2835
heterodermia.obscurata.1_tyr574	heterodermia.obscurata.1_tyr574	heterodermia.obscurata.1_tyr574
heterodermia.sp..1_tyr3580	heterodermia.sp..1_tyr3580	xanthoparmelia.verrucella.1_tyr431
heterodermia.echinata.1_tyr1896	heterodermia.sp..1_tyr3580	xanthoparmelia.verrucella.1_tyr431
heterodermia.sp..1_tyr3905	heterodermia.sp..1_tyr3905	heterodermia.sp..1_tyr3905
heterodermia.echinata.1_tyr3898	heterodermia.sp..1_tyr3905	heterodermia.sp..1_tyr3905
heterodermia.sp..3_tyr1517	heterodermia.sp..3_tyr1517	heterodermia.sp..3_tyr1517
leucodermia.appalachiensis.1_tyr1489	heterodermia.sp..3_tyr1517	heterodermia.sp..3_tyr1517
heterodermia.speciosa.2_tyr1797	heterodermia.speciosa.2_tyr1797	lecanorales.sp..5_tyr406
heterodermia.speciosa.2_tyr1845	heterodermia.speciosa.2_tyr1845	mobergia.calculiformis.1_tyr1718
heterodermia.speciosa.2_tyr2837	heterodermia.speciosa.2_tyr2837	heterodermia.obscurata.1_tyr574
heterodermia.speciosa.2_tyr3362	heterodermia.speciosa.2_tyr3362	heterodermia.speciosa.2_tyr3362
heterodermia.speciosa.3_tyr1655	heterodermia.speciosa.3_tyr1655	heterodermia.speciosa.3_tyr1655
hypocenomyce.scalaris.3_tyr680	hypocenomyce.scalaris.3_tyr680	hypocenomyce.scalaris.3_tyr680
hypogymnia.physodes.1_tyr649	hypogymnia.physodes.1_tyr649	hypogymnia.physodes.1_tyr649
hypotrachyna.catawbiensis.1_tyr3019	hypotrachyna.catawbiensis.1_tyr3019	xanthoparmelia.taractica.1_tyr3364
hypotrachyna.catawbiensis.1_tyr70	hypotrachyna.catawbiensis.1_tyr70	alectoria.sarmentosa.4_tyr2248
hypotrachyna.lividescens.1_tyr1740	hypotrachyna.lividescens.1_tyr1740	lecanoromycetes.sp..3_tyr106
hypotrachyna.osseoalba.1_tyr1699	hypotrachyna.osseoalba.1_tyr1699	hypotrachyna.osseoalba.1_tyr1699
hypotrachyna.osseoalba.1_tyr3563	hypotrachyna.osseoalba.1_tyr3563	parmelia.squarrosa.1_tyr1871
icmadophila.ericetorum.1_tyr1628	icmadophila.ericetorum.1_tyr1628	icmadophila.ericetorum.1_tyr1628
icmadophila.ericetorum.1_tyr1705	icmadophila.ericetorum.1_tyr1705	icmadophila.ericetorum.1_tyr1705
icmadophila.ericetorum.1_tyr1831	icmadophila.ericetorum.1_tyr1831	icmadophila.ericetorum.1_tyr1831
icmadophila.ericetorum.2_tyr2179	icmadophila.ericetorum.1_tyr1831	icmadophila.ericetorum.1_tyr1831
icmadophila.ericetorum.1_tyr2978	icmadophila.ericetorum.1_tyr2978	icmadophila.ericetorum.1_tyr2978
icmadophila.ericetorum.2_tyr1799	icmadophila.ericetorum.1_tyr2978	icmadophila.ericetorum.1_tyr2978
icmadophila.ericetorum.1_tyr3161	icmadophila.ericetorum.1_tyr3161	icmadophila.ericetorum.1_tyr3161
icmadophila.ericetorum.1_tyr3276	icmadophila.ericetorum.1_tyr3276	icmadophila.ericetorum.1_tyr3276
icmadophila.ericetorum.1_tyr33	icmadophila.ericetorum.1_tyr33	sticta.canariensis.1_tyr3468
icmadophila.ericetorum.1_tyr4094	icmadophila.ericetorum.1_tyr4094	icmadophila.ericetorum.1_tyr4094
icmadophila.ericetorum.1_tyr613	icmadophila.ericetorum.1_tyr613	icmadophila.ericetorum.1_tyr613
icmadophila.ericetorum.1_tyr760	icmadophila.ericetorum.1_tyr760	alectoria.sarmentosa.4_tyr2248
icmadophila.ericetorum.2_tyr1798	icmadophila.ericetorum.2_tyr1798	icmadophila.ericetorum.2_tyr1798
icmadophila.ericetorum.2_tyr2976	icmadophila.ericetorum.2_tyr2976	sticta.canariensis.1_tyr3468
imshaugia.aleurites.1_tyr2162	imshaugia.aleurites.1_tyr2162	usnea.hakonensis.1_tyr3823
imshaugia.aleurites.2_tyr1162	imshaugia.aleurites.2_tyr1162	umbilicaria.hispanica.1_tyr1614
imshaugia.aleurites.1_tyr304	imshaugia.aleurites.2_tyr1162	umbilicaria.hispanica.1_tyr1614
imshaugia.aleurites.2_tyr2567	imshaugia.aleurites.2_tyr2567	imshaugia.aleurites.2_tyr2567
imshaugia.aleurites.1_tyr2265	imshaugia.aleurites.2_tyr2567	imshaugia.aleurites.2_tyr2567
ionaspis.lacustris.1_tyr2819	ionaspis.lacustris.1_tyr2819	ionaspis.lacustris.1_tyr2819
ionaspis.lacustris.1_tyr4127	ionaspis.lacustris.1_tyr4127	lecanorales.sp..6_tyr1295
kuettlingeria.erythrocarpa.1_tyr2630	kuettlingeria.erythrocarpa.1_tyr2630	kuettlingeria.erythrocarpa.1_tyr2630
kuettlingeria.erythrocarpa.1_tyr700	kuettlingeria.erythrocarpa.1_tyr700	kuettlingeria.erythrocarpa.1_tyr700
kuettlingeria.erythrocarpa.1_tyr701	kuettlingeria.erythrocarpa.1_tyr701	teloschistes.exilis.3_tyr394
lambiella.insularis.1_tyr2190	lambiella.insularis.1_tyr2190	lambiella.insularis.1_tyr2190
lambiella.insularis.1_tyr2208	lambiella.insularis.1_tyr2208	endocarpon.pusillum.2_tyr109
lambiella.insularis.1_tyr2292	lambiella.insularis.1_tyr2292	botryolepraria.lesdainii.1_tyr1357
lambiella.insularis.1_tyr2509	lambiella.insularis.1_tyr2509	lambiella.insularis.1_tyr2509
lambiella.insularis.1_tyr3854	lambiella.insularis.1_tyr3854	lambiella.insularis.1_tyr3854
lambiella.insularis.1_tyr652	lambiella.insularis.1_tyr652	lecanorales.sp..5_tyr406
lasallia.papulosa.1_tyr3891	lasallia.papulosa.1_tyr3891	lasallia.papulosa.1_tyr3891
lasallia.papulosa.1_tyr80	lasallia.papulosa.1_tyr80	flavoplaca.marina.2_tyr1816
lasallia.pustulata.1_tyr3930	lasallia.pustulata.1_tyr3930	umbilicaria.iberica.1_tyr3831
lasallia.pustulata.1_tyr3965	lasallia.pustulata.1_tyr3965	lasallia.pustulata.1_tyr3965
lasallia.pustulata.1_tyr527	lasallia.pustulata.1_tyr527	lasallia.pustulata.1_tyr527
lasallia.pustulata.2_tyr1978	lasallia.pustulata.1_tyr527	lasallia.pustulata.1_tyr527
lasallia.pustulata.7_tyr2661	lasallia.pustulata.1_tyr527	lasallia.pustulata.1_tyr527
lasallia.pustulata.4_tyr2699	lasallia.pustulata.1_tyr527	lasallia.pustulata.1_tyr527
lasallia.pustulata.5_tyr3064	lasallia.pustulata.1_tyr527	lasallia.pustulata.1_tyr527
lasallia.pustulata.6_tyr3360	lasallia.pustulata.1_tyr527	lasallia.pustulata.1_tyr527
lasallia.pustulata.3_tyr3870	lasallia.pustulata.1_tyr527	lasallia.pustulata.1_tyr527
lasallia.pustulata.2_tyr1747	lasallia.pustulata.2_tyr1747	umbilicaria.spodochroa.1_tyr827
lasallia.pustulata.6_tyr21	lasallia.pustulata.2_tyr1747	umbilicaria.spodochroa.1_tyr827
umbilicaria.hispanica.3_tyr421	lasallia.pustulata.2_tyr1747	umbilicaria.spodochroa.1_tyr827
lasallia.pustulata.3_tyr490	lasallia.pustulata.2_tyr1747	umbilicaria.spodochroa.1_tyr827
